p,m,n,q,df,distribution,method,convergence,a,F,average RMSE,avereage SE BIAS,T,T_SB,T_MVA,RMSE.alpha1,RMSE.alpha2,RMSE.alpha2,RMSE.psi11,RMSE.psi22,RMSE.psi33,RMSE.psi44,RMSE.psi55,RMSE.psi66,RMSE.psi77,RMSE.psi88,RMSE.psi99,RMSE.psi1010,RMSE.phi11,RMSE.phi12,RMSE.phi13,RMSE.phi22,RMSE.phi23,RMSE.phi33,BIAS.alpha1,BIAS.alpha2,BIAS.alpha3,BIAS.psi11,BIAS.psi22,BIAS.psi33,BIAS.psi44,BIAS.psi55,BIAS.psi66,BIAS.psi77,BIAS.psi88,BIAS.psi99,BIAS.psi1010,BIAS.phi11,BIAS.phi12,BIAS.phi13,BIAS.phi22,BIAS.phi23,BIAS.phi33,SE BIAS.alpha1,SE BIAS.alpha2,SE BIAS.alpha3,SE BIAS.psi11,SE BIAS.psi22,SE BIAS.psi33,SE BIAS.psi44,SE BIAS.psi55,SE BIAS.psi66,SE BIAS.psi77,SE BIAS.psi88,SE BIAS.psi99,SE BIAS.psi1010,SE BIAS.phi11,SE BIAS.phi12,SE BIAS.phi13,SE BIAS.phi22,SE BIAS.phi23,SE BIAS.phi33
10,3,300,19,46,Elliptical,gls.s,1,1,0.271207177,0.191099169,0.07455306,0.809,0.028,0.006,0.01220432,0.014930889,0.014298321,0.25520593,0.210878364,0.205012132,0.216177506,0.21009623,0.208408378,0.203663544,0.201743217,0.244849998,0.349741272,0.178553754,0.254934176,0.238231368,0.188642062,0.245024377,0.178288369,0.000209534,0.000313545,-0.000666279,-0.109021104,-0.116797574,-0.123255398,-0.124181014,-0.115078238,-0.116860473,-0.117707672,-0.11269402,-0.124788138,-0.099339366,-0.089432821,-0.118862791,-0.104485722,-0.096402316,-0.107030086,-0.102660665,-0.012532529,0.00934547,-0.019975039,-0.290182106,-0.316107054,-0.295572034,-0.343470845,-0.338364689,-0.328054615,-0.317957046,-0.325308331,-0.312866332,-0.294087952,-0.332917702,-0.294175761,-0.302575662,-0.357139827,-0.326647859,-0.372419764
10,3,300,19,46,Elliptical,ls,1,1,629179.693,3.29473639,0.990171259,1,0.222,0.025,0.012301222,0.015053716,0.014372852,0.526219555,0.541998575,1.143513037,2.306089566,4.092337246,6.18505874,7.148453655,8.327642029,7.963108002,22.63609726,0.196427739,0.420419734,0.241795953,0.420663898,0.252124429,0.156314206,0.000124438,0.000345689,-0.000664489,-0.012345922,0.00319791,0.027353766,-0.081084076,-0.077842646,-0.097517739,-0.073857703,0.113971939,0.32544365,-0.34889717,-0.001237255,-0.022374745,-0.012032743,-0.000628368,-0.014666865,-0.008084913,-0.926115189,-0.921895412,-0.991233804,-0.993136684,-0.995228831,-0.997951014,-0.998859599,-0.999351162,-0.999561364,-0.999635222,-0.999740571,-0.999754097,-0.999757979,-0.996540316,-0.99706629,-0.999518444,-0.998482889,-0.999471101,-0.999953961
10,3,300,19,46,Elliptical,wls,1,0,0.189923249,0.335550227,0.219699813,0.272,0.272,0.272,0.011929868,0.014696958,0.014006659,0.410310923,0.392243317,0.395751389,0.411875042,0.397786403,0.392612236,0.387976052,0.384536926,0.408411723,0.454040061,0.352992476,0.411217696,0.399138582,0.363480744,0.404589091,0.36785817,0.000351165,0.000210345,-0.000474896,-0.25713995,-0.262152708,-0.26728183,-0.275018072,-0.266404199,-0.264385225,-0.263729881,-0.260135818,-0.265205127,-0.246338703,-0.242951651,-0.2601541,-0.2559047,-0.247724864,-0.258221635,-0.256290293,-0.155558627,-0.142001839,-0.165332467,-0.210951122,-0.249515024,-0.240065427,-0.25897977,-0.253575919,-0.239875311,-0.217302273,-0.242772043,-0.223634477,-0.202459534,-0.226323907,-0.214729878,-0.213259951,-0.260720574,-0.227071261,-0.230167048
10,3,300,19,46,Elliptical,fites,1,NA,0.049797773,0.177665697,0.115408353,0.871,0.046,0.004,0.012294918,0.015051218,0.014363041,0.232343223,0.186033903,0.16274136,0.202006694,0.196425887,0.235603518,0.168975278,0.166189241,0.213826039,0.369031888,0.163347082,0.236907004,0.230831215,0.176477844,0.238078748,0.155120133,0.000137768,0.000317772,-0.000661149,-0.001502026,-0.005099317,-0.011626456,-0.005761179,0.005564965,0.005908121,-0.003955554,0.0001317,-0.010313417,-0.008015333,-0.003630795,-0.012763273,-0.013256596,-0.012590192,-0.010888626,-0.008370121,0.002903978,0.024286335,5.31E-05,-0.077299382,-0.135128856,-0.069421363,-0.229327114,-0.18356997,-0.315955559,-0.111620464,-0.080485527,-0.114063159,-0.141006699,-0.092804752,-0.092097555,-0.098010914,-0.157994641,-0.130637437,-0.136091938
10,3,300,19,46,Elliptical,fiteu,1,NA,0.049797773,0.177665697,0.23506686,0.871,0.157,0.025,0.012294918,0.015051218,0.014363041,0.232343223,0.186033903,0.16274136,0.202006694,0.196425887,0.235603518,0.168975278,0.166189241,0.213826039,0.369031888,0.163347082,0.236907004,0.230831215,0.176477844,0.238078748,0.155120133,0.000137768,0.000317772,-0.000661149,-0.001502026,-0.005099317,-0.011626456,-0.005761179,0.005564965,0.005908121,-0.003955554,0.0001317,-0.010313417,-0.008015333,-0.003630795,-0.012763273,-0.013256596,-0.012590192,-0.010888626,-0.008370121,-0.021456521,-0.00039592,-0.02604907,-0.19531301,-0.276342953,-0.227815936,-0.373485316,-0.339093525,-0.454077243,-0.261863361,-0.235212644,-0.256006552,-0.249817374,-0.229170609,-0.233908763,-0.239512907,-0.2866661,-0.269186367,-0.290896169
10,3,300,19,46,Elliptical,fitos,1,NA,0.049797773,0.177665697,0.153982877,0.871,0.013,0,0.012294918,0.015051218,0.014363041,0.232343223,0.186033903,0.16274136,0.202006694,0.196425887,0.235603518,0.168975278,0.166189241,0.213826039,0.369031888,0.163347082,0.236907004,0.230831215,0.176477844,0.238078748,0.155120133,0.000137768,0.000317772,-0.000661149,-0.001502026,-0.005099317,-0.011626456,-0.005761179,0.005564965,0.005908121,-0.003955554,0.0001317,-0.010313417,-0.008015333,-0.003630795,-0.012763273,-0.013256596,-0.012590192,-0.010888626,-0.008370121,0.05800108,0.083538665,0.063664265,0.154350786,0.187984624,0.259376431,0.142310398,0.135722735,0.05677972,0.206764117,0.234328507,0.181179554,0.085817318,0.177441665,0.213733787,0.190910612,0.130079895,0.188018606,0.175671894
10,3,300,19,46,Skew,gammaN.model,1,0.95,0.244409503,0.243893813,0.123604093,0.695,0.037,0.004,0.01226523,0.014995707,0.013830018,0.315921241,0.294088051,0.285917409,0.298090154,0.287634864,0.291542027,0.298181318,0.302659205,0.306701597,0.381114149,0.274730798,0.266622544,0.24842796,0.255990382,0.241722528,0.243547271,-0.002198149,-0.003054474,-0.001501964,-0.090350086,-0.088372961,-0.086701717,-0.089923859,-0.07877463,-0.093554445,-0.095762349,-0.093030591,-0.084471273,-0.082774814,-0.087152445,-0.079602765,-0.073111227,-0.084635276,-0.069874803,-0.065167617,-0.048443761,-0.015509136,-0.016770051,-0.120414394,-0.159271717,-0.13976393,-0.182613532,-0.15540806,-0.146436526,-0.18054246,-0.187996293,-0.139848955,-0.092433131,-0.150038228,-0.140342131,-0.085739975,-0.130942485,-0.126699064,-0.129263936
10,3,300,19,46,Skew,gammaN.s,1,0.96,0.217306791,0.277146805,0.135401812,0.533,0.033,0.001,0.012459911,0.015242794,0.014161973,0.354282508,0.33280736,0.329033251,0.338819101,0.325028177,0.335942805,0.342534445,0.360103806,0.346426673,0.407198638,0.304841971,0.313694387,0.286914968,0.289586501,0.28211321,0.27459681,-0.001486574,-0.002336474,-0.000679088,-0.143314251,-0.143715306,-0.143584496,-0.145313406,-0.135001829,-0.149158955,-0.150045569,-0.145070036,-0.139726595,-0.129856311,-0.129109635,-0.133749608,-0.120983616,-0.127432378,-0.119731683,-0.109170281,-0.068975569,-0.038211132,-0.039556956,-0.122403808,-0.152603857,-0.145999254,-0.182783512,-0.153427098,-0.151152416,-0.185357839,-0.237901103,-0.145527434,-0.081333744,-0.152592912,-0.170769613,-0.102938145,-0.147036026,-0.15050061,-0.143563389
10,3,300,19,46,Skew,ridgeI,1,0.99,13.47047256,0.463993492,0.228596082,1,0.198,0.164,0.016099175,0.019820264,0.019120218,0.533251535,0.549845719,0.597777188,0.592233149,0.564813977,0.600736912,0.582896837,0.588135798,0.558832583,0.548669323,0.514825109,0.509561772,0.496740737,0.502445555,0.491597992,0.528472517,-0.011020521,-0.013138514,-0.012883699,-0.308306488,-0.327628462,-0.347628926,-0.34682816,-0.329780545,-0.35005543,-0.342552155,-0.342269263,-0.325840248,-0.292958323,-0.31034323,-0.307347471,-0.302900134,-0.307553774,-0.301791,-0.320086172,-0.163963937,-0.165357581,-0.193705197,-0.201912316,-0.211288528,-0.264051517,-0.243582363,-0.281468181,-0.246150324,-0.252064483,-0.275430881,-0.220910493,-0.182093742,-0.235913603,-0.246346142,-0.221636518,-0.223924318,-0.245455526,-0.268069906
10,3,300,19,46,Skew,ridgeD,1,0,0.194197001,0.535619588,0.262094831,0.339,0.339,0.339,0.017272342,0.02132029,0.019773379,0.627077738,0.635141849,0.684390289,0.711956206,0.719528482,0.745515921,0.696593107,0.681092624,0.633281234,0.64375104,0.563203956,0.557249874,0.544251638,0.557664699,0.541168083,0.576539413,-0.012222763,-0.01457568,-0.013249103,-0.354872587,-0.371095278,-0.391931975,-0.401922094,-0.403391103,-0.413484524,-0.397297325,-0.389345248,-0.366988579,-0.342304706,-0.331360998,-0.329208994,-0.325457253,-0.332615039,-0.325251149,-0.341595964,-0.211922572,-0.219711023,-0.241250291,-0.246756602,-0.252748068,-0.272119178,-0.273048913,-0.282826879,-0.270815535,-0.257536447,-0.297572926,-0.234971103,-0.235112412,-0.28856195,-0.286805993,-0.256301305,-0.269961213,-0.280879781,-0.300899594
10,3,300,19,46,Skew,gls.model,1,1,0.297318603,0.346595975,0.255095014,0.773,0.04,0.001,0.012692589,0.015414187,0.014429284,0.364593964,0.368033343,0.337052173,0.361937158,0.326880707,0.520661839,0.406401283,0.511978228,0.370353279,0.454671482,0.427199536,0.352253162,0.360604,0.314727573,0.300247603,0.765192137,-0.000521148,-0.001082193,0.000658533,-0.016248827,-0.008840553,0.002661968,0.001444965,0.003654264,0.017770178,0.00189803,0.004795186,-0.012047594,-0.007614956,-0.005544848,0.004138164,0.009550036,-0.012555283,0.008868215,0.041121276,-0.036906177,-0.002172255,0.006359684,-0.598066698,-0.715820414,-0.709542792,-0.7249519,-0.690109905,-0.807511927,-0.759379806,-0.806848356,-0.657976064,-0.520381799,-0.778195385,-0.604495656,-0.62278314,-0.697096618,-0.550300647,-0.892846635
10,3,300,19,46,Skew,gls.s,1,1,0.260173691,0.292860982,0.166578897,0.722,0.032,0.001,0.012670432,0.015436572,0.014397827,0.357685266,0.344712634,0.333591836,0.345589247,0.32900449,0.363187496,0.367737113,0.444530256,0.362909973,0.427188916,0.319381988,0.326263486,0.303995987,0.298897518,0.288818704,0.308358923,-0.000443176,-0.001076256,0.00061206,-0.118648421,-0.112355659,-0.111022679,-0.110781784,-0.104233748,-0.110286739,-0.114526308,-0.106416747,-0.111161233,-0.102258114,-0.098477455,-0.103804734,-0.09103737,-0.09869973,-0.089638354,-0.072995474,-0.058952594,-0.027237259,-0.018875271,-0.527693179,-0.653649725,-0.663189126,-0.671382299,-0.650650366,-0.685122937,-0.697136188,-0.754438276,-0.606394022,-0.439416921,-0.668750091,-0.512900574,-0.500948339,-0.641460426,-0.476553976,-0.710984874
10,3,300,19,46,Skew,ls,1,1,1051628.397,7.173575312,0.990721981,1,0.228,0.024,0.012675764,0.015373763,0.014431251,0.673445796,0.726927824,1.9491508,2.900203753,3.66186197,5.642539429,7.035221566,7.308027895,10.58092571,92.86131055,0.475258205,0.48698838,0.382268247,0.482886307,0.324895129,0.763538582,-8.22E-05,-0.000390335,0.000583528,-0.022014351,-0.023465237,0.000978277,-0.148308056,0.037444783,0.126230138,0.185816322,0.306649943,-0.086775713,-0.837977329,-0.000988334,-0.00701932,0.012334078,0.001069514,0.004456223,0.041439613,-0.92828567,-0.923460536,-0.991282383,-0.9945826,-0.996343543,-0.998766576,-0.99902059,-0.999355572,-0.999614695,-0.999710463,-0.999747857,-0.999731516,-0.999762618,-0.998570469,-0.997509912,-0.99970296,-0.998680616,-0.999598044,-0.999991023
10,3,300,19,46,Skew,wls,1,0,0.194197001,0.535619588,0.262094831,0.339,0.339,0.339,0.017272342,0.02132029,0.019773379,0.627077738,0.635141849,0.684390289,0.711956206,0.719528482,0.745515921,0.696593107,0.681092624,0.633281234,0.64375104,0.563203956,0.557249874,0.544251638,0.557664699,0.541168083,0.576539413,-0.012222763,-0.01457568,-0.013249103,-0.354872587,-0.371095278,-0.391931975,-0.401922094,-0.403391103,-0.413484524,-0.397297325,-0.389345248,-0.366988579,-0.342304706,-0.331360998,-0.329208994,-0.325457253,-0.332615039,-0.325251149,-0.341595964,-0.211922572,-0.219711023,-0.241250291,-0.246756602,-0.252748068,-0.272119178,-0.273048913,-0.282826879,-0.270815535,-0.257536447,-0.297572926,-0.234971103,-0.235112412,-0.28856195,-0.286805993,-0.256301305,-0.269961213,-0.280879781,-0.300899594
10,3,300,19,46,Skew,fites,1,NA,0.049797773,0.346804729,0.257837209,0.797,0.046,0.001,0.012692579,0.015413428,0.01442915,0.364695324,0.367871147,0.337031875,0.362742624,0.327809484,0.520870065,0.407474875,0.512466784,0.370581085,0.454860768,0.427422925,0.351970174,0.360617954,0.314935588,0.300204007,0.76520002,-0.000517954,-0.001077574,0.000658123,-0.013034393,-0.005745481,0.006135937,0.005058858,0.007260169,0.02109029,0.005551543,0.008458482,-0.008679463,-0.00473728,-0.00603096,0.004948127,0.009476354,-0.013075414,0.008998291,0.041112363,-0.038525433,-0.00381505,0.00468803,-0.186102398,-0.276374543,-0.203418594,-0.257626376,-0.196501594,-0.458071047,-0.334007693,-0.458069355,-0.228244883,-0.160500545,-0.395465261,-0.269167023,-0.293062614,-0.247290002,-0.21881794,-0.669158595
10,3,300,19,46,Skew,fiteu,1,NA,0.049797773,0.346804729,0.343656055,0.797,0.133,0.011,0.012692579,0.015413428,0.01442915,0.364695324,0.367871147,0.337031875,0.362742624,0.327809484,0.520870065,0.407474875,0.512466784,0.370581085,0.454860768,0.427422925,0.351970174,0.360617954,0.314935588,0.300204007,0.76520002,-0.000517954,-0.001077574,0.000658123,-0.013034393,-0.005745481,0.006135937,0.005058858,0.007260169,0.02109029,0.005551543,0.008458482,-0.008679463,-0.00473728,-0.00603096,0.004948127,0.009476354,-0.013075414,0.008998291,0.041112363,-0.061883634,-0.027387354,-0.022549639,-0.288865385,-0.364597879,-0.318496863,-0.368144348,-0.298584859,-0.55660773,-0.438230313,-0.539209964,-0.322377189,-0.264065913,-0.485937243,-0.382566839,-0.391017126,-0.340695442,-0.324548909,-0.733698414
10,3,300,19,46,Skew,fitos,1,NA,0.049797773,0.346804729,0.12188618,0.797,0.053,0.007,0.012692579,0.015413428,0.01442915,0.364695324,0.367871147,0.337031875,0.362742624,0.327809484,0.520870065,0.407474875,0.512466784,0.370581085,0.454860768,0.427422925,0.351970174,0.360617954,0.314935588,0.300204007,0.76520002,-0.000517954,-0.001077574,0.000658123,-0.013034393,-0.005745481,0.006135937,0.005058858,0.007260169,0.02109029,0.005551543,0.008458482,-0.008679463,-0.00473728,-0.00603096,0.004948127,0.009476354,-0.013075414,0.008998291,0.041112363,0.005396903,0.04357843,0.061655882,-0.004125164,-0.130382198,0.009411481,-0.073110171,-0.008818468,-0.284106403,-0.141244922,-0.328625489,-0.066302469,0.03821885,-0.259978498,-0.072946892,-0.10731648,-0.105956801,-0.018376008,-0.556285912
10,3,500,19,46,Norm,gammaN.model,1,1,0.092710387,0.079755958,0.018573729,0.047,0.046,0.039,0.009398656,0.011905833,0.010666291,0.10864319,0.082038077,0.079909715,0.080385072,0.07965743,0.078702849,0.077138973,0.079092793,0.10165493,0.180239846,0.074904344,0.110234192,0.105644981,0.075057238,0.107204149,0.062884645,0.000318234,-3.88E-06,-0.000220579,-0.00198222,-0.00470241,-0.006111682,-0.005456276,0.001245152,-0.00099775,-0.002616862,-0.000923207,-0.008142612,0.005914456,-0.002371348,-0.000977019,-0.002340612,-0.003754476,-0.004572751,-0.003628955,0.021206975,0.011675399,0.047741757,0.067100242,0.001273314,-0.036749903,-0.026534584,-0.00173339,0.001726776,-0.005889253,-0.021794174,-0.016021984,-0.04109668,-0.013662036,0.001037546,0.007998744,-0.00925884,-0.010561288,0.009837957
10,3,500,19,46,Norm,gammaN.s,1,0.92,0.092434432,0.087139585,0.030718125,0.053,0.06,0.052,0.009537337,0.012027002,0.010754267,0.115763936,0.092602054,0.091253869,0.091386292,0.088869158,0.088953114,0.087389088,0.088978175,0.112258867,0.183354585,0.081995111,0.118531569,0.112651935,0.081672826,0.115310239,0.072362698,0.00032108,-8.43E-07,-0.000198722,-0.032492496,-0.037140932,-0.040126479,-0.038393462,-0.032809663,-0.03473779,-0.035711097,-0.034075113,-0.041641582,-0.021430651,-0.026988689,-0.031932561,-0.02925192,-0.028141173,-0.032240343,-0.031751347,-0.007101563,-0.01188166,0.024472077,0.050675988,-0.018806695,-0.046889019,-0.046469778,-0.029427272,-0.025977028,-0.025829069,-0.048415015,-0.03324453,-0.049944909,-0.041361359,-0.024592081,-0.019296852,-0.027314665,-0.037236207,-0.014708614
10,3,500,19,46,Norm,ridgeI,1,0.99,8.203200744,0.088692069,0.095954633,1,0.148,0.126,0.00989821,0.012224589,0.011255761,0.118010303,0.092163729,0.09226492,0.091793494,0.090026218,0.089752323,0.087225035,0.089010857,0.114160666,0.188467893,0.084475707,0.122025321,0.11551702,0.0834623,0.118818267,0.074596707,0.000279453,-0.000138018,-0.000296452,-0.027693017,-0.033880476,-0.035960692,-0.034898,-0.029359826,-0.030709607,-0.031935054,-0.030880524,-0.037809312,-0.021049107,-0.025821583,-0.031169654,-0.028977722,-0.026518687,-0.030795953,-0.03142698,-0.076288597,-0.061153836,-0.054471634,-0.033999675,-0.078499031,-0.130587449,-0.118028193,-0.106811265,-0.104279981,-0.092769191,-0.111819566,-0.112737651,-0.117588777,-0.120170406,-0.099997972,-0.089774649,-0.101912338,-0.115340526,-0.096907289
10,3,500,19,46,Norm,ridgeD,1,0,0.105031448,0.091252231,0.119682948,0.167,0.167,0.167,0.010106141,0.01246775,0.011447368,0.121553577,0.095728675,0.096305857,0.095411679,0.093616534,0.093445107,0.090789411,0.092361007,0.117868643,0.19459187,0.085925222,0.124131318,0.117193131,0.084813286,0.120649597,0.07538621,0.000286455,-0.000144986,-0.000251457,-0.030698404,-0.037796953,-0.040099561,-0.038266733,-0.033385214,-0.034106529,-0.035725693,-0.03428249,-0.040918758,-0.024835466,-0.02648573,-0.031270211,-0.029552836,-0.026988539,-0.030814118,-0.031592714,-0.100340919,-0.084685671,-0.075920316,-0.061838224,-0.10387495,-0.157283317,-0.145605036,-0.132884918,-0.134344563,-0.119470326,-0.137689849,-0.138440579,-0.147394091,-0.138419478,-0.121233095,-0.106941417,-0.120656606,-0.134678051,-0.112274613
10,3,500,19,46,Norm,gls.model,1,1,0.092710387,0.079755958,0.020022066,0.047,0.046,0.039,0.009398656,0.011905833,0.010666291,0.10864319,0.082038077,0.079909715,0.080385072,0.07965743,0.078702849,0.077138973,0.079092793,0.10165493,0.180239846,0.074904344,0.110234192,0.105644981,0.075057238,0.107204149,0.062884645,0.000318234,-3.88E-06,-0.000220579,-0.00198222,-0.00470241,-0.006111682,-0.005456276,0.001245152,-0.00099775,-0.002616862,-0.000923207,-0.008142612,0.005914456,-0.002371348,-0.000977019,-0.002340612,-0.003754476,-0.004572751,-0.003628955,0.021206975,0.011675399,0.047741757,0.067100242,0.001273314,-0.036749903,-0.026534584,-0.00173339,0.001726776,-0.005889253,-0.021794174,-0.016021984,-0.04109668,-0.013662036,0.001037546,0.007998744,-0.00925884,-0.010561288,0.009837957
10,3,500,19,46,Norm,gls.s,1,1,0.092342322,0.087165352,0.024078603,0.053,0.055,0.05,0.009524554,0.012039533,0.010737412,0.115827864,0.092749624,0.091163857,0.091449358,0.088821115,0.088949967,0.087441049,0.089039953,0.112308996,0.183346933,0.082004657,0.118615109,0.112791301,0.08164858,0.115297878,0.072383953,0.000325534,1.12E-05,-0.000191625,-0.032630465,-0.037090205,-0.040133063,-0.038469823,-0.032766529,-0.034776183,-0.035722043,-0.034039669,-0.041712704,-0.021161631,-0.027049875,-0.031973518,-0.029283407,-0.028210009,-0.03229207,-0.03177654,0.00111631,-0.006083266,0.033205249,0.066644658,-0.009720203,-0.034492153,-0.033148579,-0.013122183,-0.012245124,-0.014401579,-0.036452821,-0.018670634,-0.037878692,-0.03044784,-0.013272121,-0.006648947,-0.014197565,-0.025478995,-0.003241445
10,3,500,19,46,Norm,ls,1,1,132222.6752,1.440815984,0.989273282,1,0.228,0.055,0.009397516,0.011893229,0.0106665,0.233670497,0.266435532,0.568726454,0.964059846,1.8033129,2.098176754,2.914972906,4.895301242,4.888882021,7.935130404,0.090412218,0.201159965,0.10812881,0.189879037,0.122506499,0.062791364,0.000311233,1.53E-05,-0.000223357,-0.003919364,0.001324634,-0.012750103,0.007501403,-0.12616411,0.12048796,0.118158806,-0.126428493,0.059656816,-0.118545089,-0.002467301,-0.00132802,-0.002246313,-0.002546285,-0.005070013,-0.003583225,-0.925112298,-0.923469389,-0.990868211,-0.988138713,-0.992472935,-0.996681444,-0.998075402,-0.998793573,-0.9991929,-0.999426116,-0.999564208,-0.999612349,-0.999605291,-0.994172443,-0.995360634,-0.999175479,-0.997393042,-0.999166277,-0.999911659
10,3,500,19,46,Norm,wls,1,0,0.105031448,0.091252231,0.119682948,0.167,0.167,0.167,0.010106141,0.01246775,0.011447368,0.121553577,0.095728675,0.096305857,0.095411679,0.093616534,0.093445107,0.090789411,0.092361007,0.117868643,0.19459187,0.085925222,0.124131318,0.117193131,0.084813286,0.120649597,0.07538621,0.000286455,-0.000144986,-0.000251457,-0.030698404,-0.037796953,-0.040099561,-0.038266733,-0.033385214,-0.034106529,-0.035725693,-0.03428249,-0.040918758,-0.024835466,-0.02648573,-0.031270211,-0.029552836,-0.026988539,-0.030814118,-0.031592714,-0.100340919,-0.084685671,-0.075920316,-0.061838224,-0.10387495,-0.157283317,-0.145605036,-0.132884918,-0.134344563,-0.119470326,-0.137689849,-0.138440579,-0.147394091,-0.138419478,-0.121233095,-0.106941417,-0.120656606,-0.134678051,-0.112274613
10,3,500,19,46,Norm,fites,1,NA,0.049797773,0.07971185,0.020815589,0.052,0.057,0.047,0.009399665,0.011905754,0.010666279,0.108584559,0.081926946,0.079643366,0.080142246,0.079574321,0.078554261,0.077049356,0.078885593,0.1015856,0.18067538,0.074919554,0.11019655,0.105653777,0.075087708,0.107188861,0.06288537,0.000318631,-3.70E-06,-0.000220605,-8.19E-05,-0.00261492,-0.004046459,-0.003476313,0.003174804,0.001155112,-0.000502107,0.001106892,-0.006082557,0.007827712,-0.002678214,-0.000470916,-0.002387303,-0.004075995,-0.00450344,-0.003633049,0.020075164,0.010671546,0.046694554,0.058348664,-0.003719074,-0.039725922,-0.032633007,-0.009496834,-0.004329501,-0.011257561,-0.025483926,-0.025729761,-0.05027436,-0.017840112,-0.003415886,0.001312161,-0.01442755,-0.014392655,0.005667958
10,3,500,19,46,Norm,fiteu,1,NA,0.049797773,0.07971185,0.029092678,0.052,0.056,0.048,0.009399665,0.011905754,0.010666279,0.108584559,0.081926946,0.079643366,0.080142246,0.079574321,0.078554261,0.077049356,0.078885593,0.1015856,0.18067538,0.074919554,0.11019655,0.105653777,0.075087708,0.107188861,0.06288537,0.000318631,-3.70E-06,-0.000220605,-8.19E-05,-0.00261492,-0.004046459,-0.003476313,0.003174804,0.001155112,-0.000502107,0.001106892,-0.006082557,0.007827712,-0.002678214,-0.000470916,-0.002387303,-0.004075995,-0.00450344,-0.003633049,0.013400184,0.004093938,0.039142001,0.045916617,-0.017788559,-0.055029001,-0.047010042,-0.024880513,-0.018956758,-0.026130355,-0.040823607,-0.040311508,-0.061942732,-0.028483753,-0.016124843,-0.01142098,-0.025571996,-0.027437063,-0.008296437
10,3,500,19,46,Norm,fitos,1,NA,0.049797773,0.07971185,0.031685828,0.052,0.054,0.036,0.009399665,0.011905754,0.010666279,0.108584559,0.081926946,0.079643366,0.080142246,0.079574321,0.078554261,0.077049356,0.078885593,0.1015856,0.18067538,0.074919554,0.11019655,0.105653777,0.075087708,0.107188861,0.06288537,0.000318631,-3.70E-06,-0.000220605,-8.19E-05,-0.00261492,-0.004046459,-0.003476313,0.003174804,0.001155112,-0.000502107,0.001106892,-0.006082557,0.007827712,-0.002678214,-0.000470916,-0.002387303,-0.004075995,-0.00450344,-0.003633049,0.027391338,0.017657429,0.054113166,0.09553438,0.039471114,0.006411041,0.012086577,0.037840108,0.042038536,0.034150049,0.020580498,0.018166326,-0.014004768,0.015652833,0.034756852,0.040174622,0.019543374,0.024541004,0.047916714
10,3,500,19,46,Elliptical,gammaN.model,1,0.97,0.171125466,0.120657105,0.046963696,0.882,0.041,0.005,0.009196131,0.011633682,0.010413675,0.16135092,0.130731653,0.124723246,0.120414292,0.122190171,0.123832248,0.121992791,0.121096728,0.1550306,0.257016595,0.115976102,0.161230523,0.158276212,0.117181728,0.164146895,0.106050802,0.000371171,5.10E-05,-0.000151363,-0.030169605,-0.03711505,-0.035005303,-0.035378487,-0.032819506,-0.031819674,-0.031600157,-0.032578556,-0.036053524,-0.029999287,-0.033783695,-0.036877154,-0.037030914,-0.035626906,-0.042748224,-0.035654548,0.014325355,0.00575157,0.042057075,0.001316007,-0.063149975,-0.078065534,-0.026060855,-0.042726149,-0.064362756,-0.068960044,-0.057081633,-0.082274419,-0.08001375,-0.033048221,-0.020556889,-0.046691987,-0.043582237,-0.066075736,-0.056210034
10,3,500,19,46,Elliptical,gammaN.s,1,1,0.176072826,0.140901448,0.293836592,0.884,0.032,0.004,0.009489711,0.011941165,0.010622756,0.18220694,0.156156499,0.151202964,0.150080075,0.14893211,0.150345148,0.150063067,0.147483028,0.18061684,0.27663654,0.13584319,0.186053666,0.178214657,0.136660494,0.185290123,0.129288543,0.000348318,4.24E-05,-8.25E-05,-0.069488883,-0.077147003,-0.076674462,-0.077820239,-0.075451028,-0.074437159,-0.074233726,-0.073873755,-0.077653092,-0.059300463,-0.061527895,-0.076295175,-0.068658249,-0.061555437,-0.074337739,-0.068303405,-0.007120191,-0.009706539,0.031407777,-0.275443155,-0.353002404,-0.369208157,-0.346420703,-0.335969964,-0.354922819,-0.37190584,-0.352860811,-0.352655286,-0.337674239,-0.361760102,-0.309019874,-0.322159469,-0.363272983,-0.342017848,-0.386367078
10,3,500,19,46,Elliptical,ridgeI,1,0.99,8.290296454,0.220976621,0.127901312,1,0.13,0.104,0.009013875,0.011294641,0.010429517,0.269122387,0.259681409,0.256000288,0.254871332,0.25199862,0.251641666,0.250344596,0.245025134,0.269979967,0.319599686,0.240021529,0.276238314,0.267493085,0.238837006,0.272817079,0.244145679,0.000350471,-7.71E-05,-0.000267408,-0.180762814,-0.188580037,-0.185227323,-0.185980999,-0.183260785,-0.182842833,-0.182934612,-0.178706464,-0.18653186,-0.171005551,-0.174446196,-0.183949669,-0.180306815,-0.174638831,-0.184828456,-0.182963882,-0.064478537,-0.063343041,-0.060123453,-0.075444543,-0.111217717,-0.179621943,-0.132370482,-0.137588501,-0.145014359,-0.140164456,-0.141760397,-0.140518804,-0.145935301,-0.173698202,-0.142163687,-0.141136699,-0.14811675,-0.1346116,-0.15281646
