p,m,n,q,df,distribution,method,convergence,a,F,average RMSE,avereage SE BIAS,T,T_SB,T_MVA,RMSE.alpha1,RMSE.alpha2,RMSE.alpha2,RMSE.psi11,RMSE.psi22,RMSE.psi33,RMSE.psi44,RMSE.psi55,RMSE.phi11,RMSE.phi12,RMSE.phi13,RMSE.phi22,RMSE.phi23,RMSE.phi33,BIAS.alpha1,BIAS.alpha2,BIAS.alpha3,BIAS.psi11,BIAS.psi22,BIAS.psi33,BIAS.psi44,BIAS.psi55,BIAS.phi11,BIAS.phi12,BIAS.phi13,BIAS.phi22,BIAS.phi23,BIAS.phi33,SE BIAS.alpha1,SE BIAS.alpha2,SE BIAS.alpha3,SE BIAS.psi11,SE BIAS.psi22,SE BIAS.psi33,SE BIAS.psi44,SE BIAS.psi55,SE BIAS.phi11,SE BIAS.phi12,SE BIAS.phi13,SE BIAS.phi22,SE BIAS.phi23,SE BIAS.phi33
5,3,200,14,6,Elliptical,gammaN.model,1,0.66,0.040047549,0.360461561,0.054208735,0.142,0.052,0.048,0.015309244,0.026294551,0.017686988,0.478320693,0.245884664,0.259287769,0.431095532,1.491915008,0.220033938,0.47480178,0.275507187,0.517520498,0.414946914,0.177857093,0.000388115,0.001486087,-0.000444253,-0.068193347,-0.070062316,-0.079125989,-0.104592873,0.006971862,-0.060653436,-0.063975964,-0.077453004,-0.032011029,-0.065195453,-0.066577614,-0.027457526,-0.037878163,-0.016153298,-0.02143214,-0.069093885,-0.078922158,-0.076231144,-0.063129004,-0.107491617,-0.021357256,-0.053275942,-0.0359635,-0.088748572,-0.061788087
5,3,200,14,6,Elliptical,gammaN.s,1,0.65,0.037088196,0.361974625,0.049733311,0.101,0.05,0.044,0.01535123,0.02635807,0.017794728,0.484779537,0.252542584,0.268833772,0.446720637,1.438715723,0.223808027,0.488243891,0.285075838,0.505989948,0.428552799,0.184877966,0.000338116,0.001402923,-0.000517837,-0.087124542,-0.082644856,-0.094542363,-0.129939988,0.024741927,-0.067920365,-0.08973708,-0.091598724,-0.024603288,-0.088905818,-0.077493297,-0.030885833,-0.040062835,-0.022655991,-0.006840836,-0.065358287,-0.076759807,-0.065083404,-0.044746176,-0.106763503,-0.01162564,-0.055568318,-0.021114435,-0.085151599,-0.063649698
5,3,200,14,6,Elliptical,ridgeI,1,0.99,2.212167456,0.371060769,0.062904125,1,0.07,0.048,0.015457942,0.026564935,0.017824729,0.499956237,0.264839188,0.281646675,0.456564853,1.436425841,0.234584735,0.506551382,0.295863737,0.518402097,0.437696785,0.202471629,0.00039751,0.001459682,-0.000365341,-0.104844518,-0.100058197,-0.110702553,-0.147648196,0.008610917,-0.08653054,-0.112016895,-0.111861917,-0.047977436,-0.110270371,-0.099168169,-0.04326641,-0.052578972,-0.031700232,-0.02839543,-0.082235471,-0.096369994,-0.066917026,-0.046391397,-0.120818183,-0.031884442,-0.059916448,-0.037649678,-0.08925031,-0.093283761
5,3,200,14,6,Elliptical,ridgeD,1,0,0.031812623,0.375003801,0.074909652,0.061,0.061,0.061,0.015550372,0.026687569,0.018023844,0.511172474,0.275293795,0.288015697,0.461764776,1.423405522,0.239803654,0.51470616,0.301241303,0.524276471,0.442680845,0.207430736,0.000288014,0.001393687,-0.00041098,-0.114535314,-0.110598687,-0.120207233,-0.158442076,0.007951397,-0.091210272,-0.119621598,-0.116469916,-0.053070637,-0.116350916,-0.105083834,-0.054167091,-0.062464019,-0.047799152,-0.047223729,-0.105548464,-0.102933098,-0.066722495,-0.050072712,-0.137378761,-0.045735656,-0.074322379,-0.053777501,-0.099145214,-0.101444864
5,3,200,14,6,Elliptical,gls.model,1,1,0.051785109,0.411201812,0.07408271,0.278,0.056,0.031,0.015443368,0.026650878,0.017853994,0.517590649,0.261935671,0.268496893,0.479270053,1.893810097,0.233134304,0.511479203,0.299385087,0.597556488,0.452802992,0.181415699,0.000505449,0.001640202,-0.000542155,0.001987052,-0.010800666,-0.018900256,-0.02520432,0.01771904,-0.01620537,0.018957142,-0.021003076,-0.005701825,0.008745863,-0.009332907,0.000814402,-0.017433107,0.017655026,-0.317372405,-0.372182464,-0.360700786,-0.395951589,-0.405866393,-0.393422871,-0.330213492,-0.36250733,-0.34552737,-0.384629814,-0.388875624
5,3,200,14,6,Elliptical,gls.s,1,1,0.049588599,0.39186821,0.049497731,0.251,0.051,0.031,0.015436031,0.026636247,0.017925227,0.513292886,0.259618911,0.272567439,0.479309559,1.654847392,0.231238388,0.518191598,0.301149637,0.553069654,0.459660704,0.183211273,0.000399157,0.00149066,-0.000644592,-0.051124376,-0.049167075,-0.063726436,-0.095338699,0.053998664,-0.040613942,-0.052468603,-0.063683142,0.005315211,-0.057606739,-0.044736272,-0.006453902,-0.021655884,0.004741819,-0.273184713,-0.33567991,-0.32645458,-0.341573063,-0.346305845,-0.370455263,-0.289126775,-0.330791077,-0.303260721,-0.351585824,-0.360540562
5,3,200,14,6,Elliptical,ls,1,1,4316.615537,0.993121508,0.974669497,1,0.143,0.042,0.015457891,0.02679703,0.017818036,0.562719404,0.642726653,1.216849233,1.813959768,6.726915259,0.235070214,0.542809581,0.305633478,0.880356573,0.702592163,0.213995824,0.000538045,0.001669544,-0.000569161,0.01515936,-0.024857835,-0.015535062,0.005813379,-0.094510391,-0.019397012,0.028025109,-0.023314833,-0.003140973,0.002121508,-0.00734187,-0.913719605,-0.852576264,-0.946804909,-0.985460706,-0.994546918,-0.996869308,-0.998128234,-0.998636769,-0.9915061,-0.987323462,-0.995338647,-0.991210305,-0.995185731,-0.998065997
5,3,200,14,6,Elliptical,wls,1,0,0.031812623,0.375003801,0.074909652,0.061,0.061,0.061,0.015550372,0.026687569,0.018023844,0.511172474,0.275293795,0.288015697,0.461764776,1.423405522,0.239803654,0.51470616,0.301241303,0.524276471,0.442680845,0.207430736,0.000288014,0.001393687,-0.00041098,-0.114535314,-0.110598687,-0.120207233,-0.158442076,0.007951397,-0.091210272,-0.119621598,-0.116469916,-0.053070637,-0.116350916,-0.105083834,-0.054167091,-0.062464019,-0.047799152,-0.047223729,-0.105548464,-0.102933098,-0.066722495,-0.050072712,-0.137378761,-0.045735656,-0.074322379,-0.053777501,-0.099145214,-0.101444864
5,3,200,14,6,Elliptical,fites,1,NA,0.049797773,0.411840324,0.078553836,0.282,0.063,0.038,0.015443738,0.026650829,0.017852955,0.518126581,0.261841159,0.268336125,0.479639266,1.894928455,0.233715035,0.511378591,0.299821676,0.603965311,0.452568538,0.181496275,0.000505421,0.001637229,-0.000540481,0.007161666,-0.005651884,-0.013833662,-0.020354168,0.023669176,-0.017303362,0.022870993,-0.021746655,-0.012025228,0.011640666,-0.009687142,-0.001714037,-0.019900428,0.015162608,-0.053933448,-0.090506676,-0.089163077,-0.140795528,-0.162615156,-0.120560187,-0.057453627,-0.093879453,-0.076079276,-0.111989484,-0.066000724
5,3,200,14,6,Elliptical,fiteu,1,NA,0.049797773,0.411840324,0.103307072,0.282,0.068,0.049,0.015443738,0.026650829,0.017852955,0.518126581,0.261841159,0.268336125,0.479639266,1.894928455,0.233715035,0.511378591,0.299821676,0.603965311,0.452568538,0.181496275,0.000505421,0.001637229,-0.000540481,0.007161666,-0.005651884,-0.013833662,-0.020354168,0.023669176,-0.017303362,0.022870993,-0.021746655,-0.012025228,0.011640666,-0.009687142,-0.009341498,-0.024468765,0.005989159,-0.078314601,-0.126437332,-0.122777099,-0.179070516,-0.182645392,-0.147134511,-0.083303084,-0.132288213,-0.093225682,-0.147599256,-0.113703892
5,3,200,14,6,Elliptical,fitos,1,NA,0.049797773,0.411840324,0.040572423,0.282,0.081,0.057,0.015443738,0.026650829,0.017852955,0.518126581,0.261841159,0.268336125,0.479639266,1.894928455,0.233715035,0.511378591,0.299821676,0.603965311,0.452568538,0.181496275,0.000505421,0.001637229,-0.000540481,0.007161666,-0.005651884,-0.013833662,-0.020354168,0.023669176,-0.017303362,0.022870993,-0.021746655,-0.012025228,0.011640666,-0.009687142,0.01312329,-0.008535551,0.033991148,-0.01614883,-0.028086168,-0.030286631,-0.074347095,-0.130127342,-0.078604601,-0.017238816,-0.028608471,-0.049949977,-0.050823034,0.00814297
5,3,200,14,6,Skew,gammaN.model,0.997,0.64,0.038269462,0.417970931,0.128288531,0.120361083,0.046138415,0.037111334,0.015430039,0.026261409,0.017900431,0.567283769,0.369216542,0.369869848,0.49824678,1.371897715,0.414772213,0.530923632,0.380871602,0.561931725,0.41929151,0.307695813,-0.001938089,-0.004626389,-0.000674799,-0.117909696,-0.117775366,-0.121865376,-0.159698486,-0.017993964,-0.073707614,-0.108040421,-0.081003604,-0.055179349,-0.090406753,-0.077889069,-0.047968232,-0.043580545,-0.044819883,-0.103385603,-0.155305002,-0.133598293,-0.120479057,-0.092717035,-0.301646951,-0.118338954,-0.239975432,-0.126737021,-0.104455947,-0.163031485
5,3,200,14,6,Skew,gammaN.s,1,0.6,0.033889795,0.419541519,0.123075773,0.059,0.042,0.038,0.015402478,0.026354082,0.017971772,0.571749316,0.374825681,0.376643728,0.508453212,1.33077002,0.419008183,0.544956059,0.388413289,0.554820588,0.431240964,0.312971898,-0.001830321,-0.004867617,-0.000442354,-0.129582019,-0.125831992,-0.134034045,-0.176358556,-0.003425538,-0.078553379,-0.124293456,-0.091890496,-0.05089486,-0.105807885,-0.086333185,-0.046837233,-0.044394058,-0.049335659,-0.090477789,-0.152557337,-0.121815982,-0.102243521,-0.075098625,-0.302924778,-0.116289741,-0.239825361,-0.117471551,-0.105372535,-0.158416657
5,3,200,14,6,Skew,ridgeI,1,0.97,0.830398996,0.440886639,0.134911536,0.999,0.06,0.053,0.015707032,0.026600918,0.018129862,0.59636567,0.417160801,0.422550001,0.546289679,1.378854335,0.434903755,0.564636237,0.402440088,0.560414227,0.451317707,0.33704263,-0.00350533,-0.006720478,-0.002532974,-0.161876762,-0.17567675,-0.182713015,-0.216947023,-0.072543658,-0.114160145,-0.165956047,-0.126475726,-0.081995784,-0.150599615,-0.128402098,-0.060181567,-0.049010174,-0.061679669,-0.115897214,-0.179406463,-0.152012667,-0.120431522,-0.081940747,-0.312473867,-0.115823697,-0.241781129,-0.129374032,-0.100171594,-0.168577159
5,3,200,14,6,Skew,ridgeD,1,0,0.032452289,0.446999951,0.140603619,0.066,0.066,0.066,0.015837986,0.027084571,0.018196602,0.611169512,0.42210208,0.445359912,0.556221217,1.39924795,0.431874117,0.570010792,0.404496544,0.566240735,0.451471077,0.33868622,-0.003737592,-0.0079549,-0.002398476,-0.172799083,-0.194652372,-0.215147657,-0.233620684,-0.08390211,-0.119293977,-0.171673788,-0.132147432,-0.089350139,-0.15449858,-0.132083107,-0.068588279,-0.058124946,-0.069964578,-0.132903568,-0.189924851,-0.150795893,-0.128296523,-0.096195038,-0.304419691,-0.122781832,-0.240085606,-0.138665296,-0.099659831,-0.168044738
5,3,200,14,6,Skew,gls.model,1,1,0.05169709,0.527738179,0.21110312,0.249,0.038,0.019,0.015806789,0.026619339,0.018703775,0.676340609,0.640481305,0.459121809,0.619692191,1.622766078,0.51192182,0.672895309,0.490174548,0.701131399,0.521630666,0.411048864,0.000204558,-0.001757772,0.001647013,-0.000843691,0.025603232,0.005098727,-0.023102196,0.080796589,0.004783632,0.029396543,0.005755499,-0.027588525,0.032350059,0.008996574,-0.025795324,-0.025305373,-0.028266359,-0.48327769,-0.749350442,-0.634446647,-0.535866311,-0.356566194,-0.727144142,-0.501742223,-0.620544359,-0.439269762,-0.482939053,-0.730983071
5,3,200,14,6,Skew,gls.s,1,1,0.048770316,0.497036279,0.179674338,0.229,0.035,0.022,0.015726108,0.02658537,0.018719837,0.653359051,0.570226205,0.437524693,0.601949913,1.460017326,0.49034336,0.65876027,0.469591891,0.648470861,0.514067824,0.393165196,0.000197391,-0.001770924,0.001650204,-0.059046548,-0.019551464,-0.041813552,-0.095619866,0.107525552,-0.021487078,-0.046633533,-0.0372878,-0.013885255,-0.033991421,-0.026034775,-0.028445125,-0.028573297,-0.037549433,-0.433346963,-0.709396899,-0.599820489,-0.483069184,-0.305317758,-0.710109354,-0.453049295,-0.590482863,-0.405338326,-0.444653435,-0.712109876
5,3,200,14,6,Skew,ls,1,1,4313.410064,1.080147505,0.976231532,1,0.128,0.048,0.01584754,0.026530179,0.018746629,0.82161935,0.766585454,1.298383535,1.977222506,6.210506296,0.52416849,0.733731911,0.491152706,0.981537106,0.820199727,0.435833646,0.000400204,0.000599952,0.001094491,-0.001844148,0.03342562,-0.018317559,-0.005389779,0.063733986,0.005174892,0.027131329,0.00571743,-0.020901617,0.025237782,0.0099595,-0.915853547,-0.851184863,-0.949463664,-0.989876084,-0.99568539,-0.997057533,-0.998263449,-0.99874317,-0.996296918,-0.990619592,-0.997191494,-0.991971525,-0.99596723,-0.999066984
5,3,200,14,6,Skew,wls,1,0,0.032452289,0.446999951,0.140603619,0.066,0.066,0.066,0.015837986,0.027084571,0.018196602,0.611169512,0.42210208,0.445359912,0.556221217,1.39924795,0.431874117,0.570010792,0.404496544,0.566240735,0.451471077,0.33868622,-0.003737592,-0.0079549,-0.002398476,-0.172799083,-0.194652372,-0.215147657,-0.233620684,-0.08390211,-0.119293977,-0.171673788,-0.132147432,-0.089350139,-0.15449858,-0.132083107,-0.068588279,-0.058124946,-0.069964578,-0.132903568,-0.189924851,-0.150795893,-0.128296523,-0.096195038,-0.304419691,-0.122781832,-0.240085606,-0.138665296,-0.099659831,-0.168044738
5,3,200,14,6,Skew,fites,1,NA,0.049797773,0.527810848,0.214691237,0.251,0.05,0.025,0.015806502,0.026614403,0.018702496,0.676479326,0.640094604,0.460408678,0.618680898,1.617954645,0.512628196,0.671670295,0.490640254,0.707638603,0.520867674,0.411165297,0.000205973,-0.001750438,0.001650458,0.004851606,0.030811529,0.009912817,-0.0181912,0.088001101,0.00359536,0.033598158,0.004957527,-0.03411872,0.035329144,0.008625667,-0.02821858,-0.02760222,-0.030616348,-0.191975549,-0.427568343,-0.24523409,-0.232120028,-0.136088848,-0.372346054,-0.254512672,-0.35102503,-0.166333029,-0.215730305,-0.326306229
5,3,200,14,6,Skew,fiteu,1,NA,0.049797773,0.527810848,0.238736711,0.251,0.053,0.027,0.015806502,0.026614403,0.018702496,0.676479326,0.640094604,0.460408678,0.618680898,1.617954645,0.512628196,0.671670295,0.490640254,0.707638603,0.520867674,0.411165297,0.000205973,-0.001750438,0.001650458,0.004851606,0.030811529,0.009912817,-0.0181912,0.088001101,0.00359536,0.033598158,0.004957527,-0.03411872,0.035329144,0.008625667,-0.035808555,-0.032136312,-0.039060546,-0.22012075,-0.458572731,-0.275330217,-0.27288814,-0.157768162,-0.393260778,-0.285758021,-0.38102877,-0.185103287,-0.254725066,-0.350752612
5,3,200,14,6,Skew,fitos,1,NA,0.049797773,0.527810848,0.177977682,0.251,0.083,0.044,0.015806502,0.026614403,0.018702496,0.676479326,0.640094604,0.460408678,0.618680898,1.617954645,0.512628196,0.671670295,0.490640254,0.707638603,0.520867674,0.411165297,0.000205973,-0.001750438,0.001650458,0.004851606,0.030811529,0.009912817,-0.0181912,0.088001101,0.00359536,0.033598158,0.004957527,-0.03411872,0.035329144,0.008625667,-0.01340275,-0.019182605,-0.015488027,-0.154804361,-0.381812908,-0.1991833,-0.163199238,-0.099141219,-0.343457244,-0.211272859,-0.304093943,-0.140512725,-0.155567385,-0.290568982
5,3,300,14,6,Norm,gammaN.model,1,0.73,0.020371945,0.206686669,0.022578913,0.056,0.056,0.054,0.013192504,0.022020277,0.015291886,0.284327862,0.133838007,0.13760082,0.229676413,0.890869076,0.118611802,0.271947735,0.15060651,0.309851432,0.225445826,0.090333212,0.000235725,0.000708928,-0.000396685,0.004180283,-0.008872098,-0.004781699,-0.017330908,0.031536642,-0.011495951,0.008513988,-0.00884185,-0.013036322,-0.004988545,-0.007017412,-0.041411814,-0.025939109,-0.029570887,0.012106535,-0.001751299,0.0045042,0.024171966,0.022688036,-0.032324281,0.036511567,0.017353662,0.03739625,0.019818047,-0.010557134
5,3,300,14,6,Norm,gammaN.s,1,0.98,0.020041286,0.205939905,0.030543364,0.049,0.05,0.049,0.013211256,0.022075196,0.015313393,0.284975744,0.134917112,0.139311768,0.233622753,0.869277966,0.118725002,0.274071066,0.152441158,0.304664029,0.228369324,0.0921829,0.000215124,0.000703241,-0.000422434,-0.009469184,-0.017824594,-0.016039233,-0.03467691,0.041613743,-0.016907351,-0.008123096,-0.019133184,-0.008077838,-0.020145987,-0.015189051,-0.040406603,-0.02580517,-0.028387432,0.030411136,0.012064698,0.015999691,0.040166272,0.044879723,-0.017402733,0.051352528,0.026853564,0.055606971,0.031144448,-0.007126125
5,3,300,14,6,Norm,ridgeI,1,0.99,1.457781948,0.207860481,0.024983477,1,0.066,0.055,0.013212167,0.022093026,0.015427916,0.287840418,0.136515374,0.140994635,0.234505713,0.876281482,0.12097695,0.277374013,0.155101319,0.306756214,0.230481717,0.092485796,0.000225051,0.000714279,-0.00042993,-0.008789086,-0.017081137,-0.014832482,-0.03309723,0.039097545,-0.016795255,-0.008810929,-0.018812445,-0.009430886,-0.019963261,-0.015205942,-0.046577284,-0.03178786,-0.042290007,0.007135516,-0.014509678,-0.011492212,0.019858665,0.02688785,-0.047493895,0.02803041,-0.004090605,0.037703843,0.009384164,-0.022526682
5,3,300,14,6,Norm,ridgeD,1,0,0.020863407,0.209252267,0.025129731,0.065,0.065,0.065,0.013268849,0.022238903,0.015517225,0.291297103,0.136976565,0.141607165,0.236318672,0.881465203,0.121365735,0.279566398,0.155753173,0.308934105,0.232326448,0.092896192,0.000184934,0.00065542,-0.000438236,-0.011300903,-0.017321585,-0.015114567,-0.034525632,0.042048214,-0.016838159,-0.009697851,-0.019356525,-0.009574635,-0.019656951,-0.01554814,-0.052697739,-0.040342389,-0.049956374,-0.005676542,-0.021420208,-0.0191117,0.010388325,0.014379156,-0.052933113,0.017979583,-0.009534814,0.027271272,-0.001877582,-0.028247436
5,3,300,14,6,Norm,gls.model,1,1,0.020177112,0.207021366,0.023936826,0.05,0.051,0.049,0.013196626,0.021995433,0.015259349,0.283646006,0.133617921,0.137272822,0.2290557,0.898754661,0.118280424,0.271085267,0.149895744,0.311585692,0.224452606,0.090200878,0.000254532,0.000729794,-0.000381523,0.009913907,-0.005593814,-0.000885736,-0.010869705,0.027620924,-0.009505678,0.01539764,-0.004994125,-0.01431331,0.000613058,-0.003834724,-0.036681017,-0.02060423,-0.021908708,0.022445165,0.009265472,0.016975592,0.032313966,0.027283904,-0.02123864,0.047992992,0.030683675,0.044235614,0.028651517,0.005413175
5,3,300,14,6,Norm,gls.s,1,1,0.020038537,0.205941111,0.030819738,0.049,0.05,0.048,0.013211835,0.022075339,0.015311894,0.284944583,0.134917212,0.139313524,0.233650164,0.869331643,0.118710252,0.274055547,0.152423154,0.304670551,0.228361739,0.092198118,0.000215805,0.000704082,-0.000422141,-0.009433904,-0.017828442,-0.016055818,-0.034674971,0.041599568,-0.016908638,-0.008091658,-0.019131263,-0.008047967,-0.020151799,-0.015181648,-0.04011724,-0.025508591,-0.027927831,0.035474441,0.016939951,0.021232022,0.043518193,0.046194972,-0.013387385,0.058145258,0.031704699,0.058962438,0.033460456,0.003936513
5,3,300,14,6,Norm,ls,1,1,1198.926481,0.502863335,0.972433857,1,0.159,0.056,0.013149156,0.021948747,0.015247704,0.305667735,0.327807088,0.64282174,0.975520642,3.239813005,0.118946577,0.281401942,0.151874634,0.462077832,0.374957062,0.108852831,0.000270781,0.000780893,-0.000394409,0.01272309,-0.006685345,-0.010664884,0.005053411,-0.012331388,-0.010313311,0.016553806,-0.005214906,-0.009542304,-0.003431186,-0.002974175,-0.917262847,-0.853224479,-0.949304961,-0.978100498,-0.991442011,-0.99518874,-0.997158383,-0.997883202,-0.986427206,-0.979817947,-0.992504958,-0.986246992,-0.992599306,-0.996912475
5,3,300,14,6,Norm,wls,1,0,0.020863407,0.209252267,0.025129731,0.065,0.065,0.065,0.013268849,0.022238903,0.015517225,0.291297103,0.136976565,0.141607165,0.236318672,0.881465203,0.121365735,0.279566398,0.155753173,0.308934105,0.232326448,0.092896192,0.000184934,0.00065542,-0.000438236,-0.011300903,-0.017321585,-0.015114567,-0.034525632,0.042048214,-0.016838159,-0.009697851,-0.019356525,-0.009574635,-0.019656951,-0.01554814,-0.052697739,-0.040342389,-0.049956374,-0.005676542,-0.021420208,-0.0191117,0.010388325,0.014379156,-0.052933113,0.017979583,-0.009534814,0.027271272,-0.001877582,-0.028247436
5,3,300,14,6,Norm,fites,1,NA,0.049797773,0.207181776,0.021954928,0.052,0.057,0.051,0.013196664,0.021994866,0.015259079,0.283841621,0.133554769,0.137115751,0.228660979,0.898764377,0.118536542,0.271047652,0.150040129,0.313891692,0.224401402,0.090239337,0.000254463,0.00073038,-0.000381392,0.013277203,-0.00225544,0.002403001,-0.007671803,0.03138395,-0.010242862,0.017976985,-0.00548038,-0.018484096,0.002553431,-0.004080707,-0.038291005,-0.022215235,-0.023525158,0.012493573,-2.16E-05,0.008264645,0.024738939,0.020175164,-0.027759267,0.038110424,0.023997351,0.036886492,0.023656475,-0.007233708
5,3,300,14,6,Norm,fiteu,1,NA,0.049797773,0.207181776,0.021757876,0.052,0.051,0.05,0.013196664,0.021994866,0.015259079,0.283841621,0.133554769,0.137115751,0.228660979,0.898764377,0.118536542,0.271047652,0.150040129,0.313891692,0.224401402,0.090239337,0.000254463,0.00073038,-0.000381392,0.013277203,-0.00225544,0.002403001,-0.007671803,0.03138395,-0.010242862,0.017976985,-0.00548038,-0.018484096,0.002553431,-0.004080707,-0.040603514,-0.023558641,-0.02629608,0.010779102,-0.003528283,0.005498823,0.021120593,0.019067048,-0.030125197,0.036435182,0.020106914,0.035842455,0.020421906,-0.011226518
5,3,300,14,6,Norm,fitos,1,NA,0.049797773,0.207181776,0.025957463,0.052,0.06,0.056,0.013196664,0.021994866,0.015259079,0.283841621,0.133554769,0.137115751,0.228660979,0.898764377,0.118536542,0.271047652,0.150040129,0.313891692,0.224401402,0.090239337,0.000254463,0.00073038,-0.000381392,0.013277203,-0.00225544,0.002403001,-0.007671803,0.03138395,-0.010242862,0.017976985,-0.00548038,-0.018484096,0.002553431,-0.004080707,-0.035936383,-0.020766759,-0.0207331,0.017859429,0.011902338,0.017884584,0.036646737,0.023898321,-0.020461499,0.042989973,0.036095474,0.039984824,0.033338794,0.004906264
5,3,300,14,6,Elliptical,gammaN.model,1,0.57,0.025557736,0.307709549,0.057735283,0.109,0.044,0.041,0.013057499,0.021607843,0.015168353,0.428483053,0.204317819,0.214366801,0.347401152,1.297711102,0.184779993,0.416676907,0.233990894,0.43430967,0.346359768,0.149702839,0.000322777,0.000704119,-0.000172572,-0.063184931,-0.054461016,-0.061460329,-0.077582713,-0.010180229,-0.045836529,-0.059943371,-0.053211371,-0.021215727,-0.069767694,-0.048155297,-0.058593653,-0.034385851,-0.050615899,-0.063792728,-0.060442341,-0.060955322,-0.053897941,-0.066741596,-0.094576333,-0.04408282,-0.067965551,-0.022197154,-0.050564707,-0.079482062
5,3,300,14,6,Elliptical,gammaN.s,1,0.57,0.024247259,0.308175875,0.055884053,0.085,0.044,0.042,0.013115708,0.021716411,0.015233827,0.432348832,0.207508118,0.218731439,0.355015531,1.269514133,0.186433853,0.422366256,0.23844347,0.428529683,0.352435761,0.153069233,0.000285643,0.000755823,-0.000163897,-0.073877034,-0.060887815,-0.070103585,-0.092012514,0.001735515,-0.049116577,-0.072799466,-0.060447501,-0.015772444,-0.080855618,-0.05359166,-0.062696272,-0.03879592,-0.054740033,-0.05622679,-0.059300031,-0.057941726,-0.048103641,-0.056466122,-0.094575675,-0.037604801,-0.07132652,-0.013535877,-0.047629529,-0.083433811
5,3,300,14,6,Elliptical,ridgeI,1,0.97,0.551197803,0.313120612,0.059614769,1,0.053,0.046,0.012994835,0.021676961,0.015180552,0.43881015,0.215616012,0.226078095,0.360597533,1.27173689,0.192164422,0.431487213,0.243850316,0.432711951,0.359747392,0.161036252,0.000223245,0.000676938,-0.000168505,-0.086322701,-0.074500216,-0.083173477,-0.105395608,-0.010386894,-0.064352634,-0.086946152,-0.07681287,-0.030709544,-0.095373799,-0.068964139,-0.057888061,-0.040713602,-0.055509822,-0.064100262,-0.072280694,-0.065866713,-0.048636024,-0.059101114,-0.094705274,-0.048986547,-0.066943716,-0.019676526,-0.053199249,-0.086999169
5,3,300,14,6,Elliptical,ridgeD,1,0,0.020833124,0.314471314,0.063697649,0.053,0.053,0.053,0.013056335,0.021745235,0.015256935,0.441479988,0.219090695,0.228951585,0.365143465,1.267136454,0.193722019,0.434448115,0.245234034,0.43372879,0.360507791,0.163096955,0.000194682,0.000649385,-0.000169084,-0.091620642,-0.079690575,-0.088386166,-0.111282071,-0.008648049,-0.066948873,-0.091288273,-0.078696989,-0.03303666,-0.098554051,-0.071506653,-0.064231522,-0.045607049,-0.06215078,-0.066513221,-0.078495746,-0.067464298,-0.054014169,-0.062672646,-0.098191477,-0.05277639,-0.070863275,-0.023912392,-0.052434465,-0.092439649
5,3,300,14,6,Elliptical,gls.model,1,1,0.036670033,0.370847678,0.119564362,0.289,0.04,0.029,0.013470633,0.022123858,0.015653422,0.504994389,0.251241436,0.237084996,0.411192181,1.668497346,0.206076469,0.470134068,0.274567749,0.543955973,0.398693254,0.174181714,0.000554925,0.000861376,-0.00010962,-0.002404095,0.001172318,-0.005832399,0.002215855,-0.03717009,0.000339272,0.009156581,0.005787119,0.013592267,-0.000318779,0.006387833,-0.056327341,-0.028278702,-0.046063877,-0.420330917,-0.466747227,-0.409442235,-0.434140456,-0.411568413,-0.443267955,-0.393050824,-0.440806209,-0.41885342,-0.418675148,-0.481369843
5,3,300,14,6,Elliptical,gls.s,1,1,0.0351406,0.341034044,0.075081265,0.28,0.04,0.029,0.013443951,0.022153373,0.015603455,0.478015983,0.222104841,0.228439045,0.389290316,1.452073587,0.195554967,0.458500697,0.255935187,0.496037614,0.385760857,0.161562734,0.000462712,0.000903613,-0.000123241,-0.041066273,-0.028740182,-0.038652832,-0.054601647,0.009408284,-0.017910777,-0.040683543,-0.026173797,0.019901819,-0.045223852,-0.02001816,-0.059826509,-0.032710801,-0.049173553,-0.362891512,-0.377848499,-0.361075619,-0.365284042,-0.357459373,-0.403618949,-0.344844636,-0.383221354,-0.368297506,-0.370291476,-0.427621031
5,3,300,14,6,Elliptical,ls,1,1,3228.930527,0.794581355,0.976080155,1,0.147,0.045,0.01342317,0.022098691,0.015686018,0.59222237,0.536219812,1.04371379,1.637342268,4.604878949,0.211066268,0.533755808,0.275776892,0.822636666,0.612674771,0.2026435,0.000565494,0.000897186,-0.000123705,-0.005205112,0.008985728,0.017779562,-0.052109027,0.122361727,0.001352334,0.00848544,0.005236335,-0.008033202,0.016882528,0.003096899,-0.918920948,-0.854209468,-0.950749837,-0.988502432,-0.994849879,-0.997119569,-0.998203892,-0.998689074,-0.992469063,-0.989291315,-0.995916984,-0.992287944,-0.995559808,-0.998351958
5,3,300,14,6,Elliptical,wls,1,0,0.020833124,0.314471314,0.063697649,0.053,0.053,0.053,0.013056335,0.021745235,0.015256935,0.441479988,0.219090695,0.228951585,0.365143465,1.267136454,0.193722019,0.434448115,0.245234034,0.43372879,0.360507791,0.163096955,0.000194682,0.000649385,-0.000169084,-0.091620642,-0.079690575,-0.088386166,-0.111282071,-0.008648049,-0.066948873,-0.091288273,-0.078696989,-0.03303666,-0.098554051,-0.071506653,-0.064231522,-0.045607049,-0.06215078,-0.066513221,-0.078495746,-0.067464298,-0.054014169,-0.062672646,-0.098191477,-0.05277639,-0.070863275,-0.023912392,-0.052434465,-0.092439649
