p,m,n,q,df,distribution,method,convergence,a,F,average RMSE,avereage SE BIAS,T,T_SB,T_MVA,RMSE.alpha1,RMSE.alpha2,RMSE.alpha2,RMSE.psi11,RMSE.psi22,RMSE.psi33,RMSE.psi44,RMSE.psi55,RMSE.phi11,RMSE.phi12,RMSE.phi13,RMSE.phi22,RMSE.phi23,RMSE.phi33,BIAS.alpha1,BIAS.alpha2,BIAS.alpha3,BIAS.psi11,BIAS.psi22,BIAS.psi33,BIAS.psi44,BIAS.psi55,BIAS.phi11,BIAS.phi12,BIAS.phi13,BIAS.phi22,BIAS.phi23,BIAS.phi33,SE BIAS.alpha1,SE BIAS.alpha2,SE BIAS.alpha3,SE BIAS.psi11,SE BIAS.psi22,SE BIAS.psi33,SE BIAS.psi44,SE BIAS.psi55,SE BIAS.phi11,SE BIAS.phi12,SE BIAS.phi13,SE BIAS.phi22,SE BIAS.phi23,SE BIAS.phi33
5,3,300,14,6,Elliptical,fites,1,NA,0.049797773,0.37130192,0.122752171,0.3,0.046,0.031,0.013470649,0.022121882,0.015653497,0.505208892,0.251873537,0.236995405,0.411586516,1.669743431,0.206393033,0.470069809,0.27470258,0.547508786,0.39866064,0.174238224,0.000554886,0.000861726,-0.000109473,0.000778809,0.004409628,-0.002566594,0.005577448,-0.034146218,-0.000345204,0.011585071,0.005322184,0.009643485,0.001505889,0.006164827,-0.057902269,-0.029816658,-0.047661966,-0.151030286,-0.194994684,-0.109040992,-0.164062602,-0.151731621,-0.139187502,-0.103194231,-0.152034297,-0.134209593,-0.120686093,-0.162977593
5,3,300,14,6,Elliptical,fiteu,1,NA,0.049797773,0.37130192,0.147197062,0.3,0.05,0.037,0.013470649,0.022121882,0.015653497,0.505208892,0.251873537,0.236995405,0.411586516,1.669743431,0.206393033,0.470069809,0.27470258,0.547508786,0.39866064,0.174238224,0.000554886,0.000861726,-0.000109473,0.000778809,0.004409628,-0.002566594,0.005577448,-0.034146218,-0.000345204,0.011585071,0.005322184,0.009643485,0.001505889,0.006164827,-0.063101455,-0.032979826,-0.053813598,-0.173601901,-0.227334486,-0.141604623,-0.200484128,-0.169758338,-0.168032626,-0.127508928,-0.190568879,-0.150295288,-0.155642944,-0.206031847
5,3,300,14,6,Elliptical,fitos,1,NA,0.049797773,0.37130192,0.084755229,0.3,0.057,0.04,0.013470649,0.022121882,0.015653497,0.505208892,0.251873537,0.236995405,0.411586516,1.669743431,0.206393033,0.470069809,0.27470258,0.547508786,0.39866064,0.174238224,0.000554886,0.000861726,-0.000109473,0.000778809,0.004409628,-0.002566594,0.005577448,-0.034146218,-0.000345204,0.011585071,0.005322184,0.009643485,0.001505889,0.006164827,-0.047169601,-0.022403338,-0.034818193,-0.120825798,-0.142032472,-0.058740467,-0.103162219,-0.121882774,-0.094576356,-0.07061577,-0.090306414,-0.112601559,-0.070114798,-0.097323441
5,3,300,14,6,Skew,gammaN.model,1,0.63,0.024923719,0.351351798,0.109592577,0.106,0.04,0.031,0.01239001,0.021645496,0.0150199,0.460542977,0.302555288,0.314336555,0.414812898,1.227977869,0.308799,0.439246946,0.284335632,0.476720688,0.375786444,0.264755463,-0.001724792,-0.003765216,-0.000643169,-0.078940258,-0.098167636,-0.098775504,-0.123757872,-0.001562534,-0.067757818,-0.08324959,-0.071541528,-0.023153661,-0.073958412,-0.059158842,-0.015354131,-0.032361678,-0.0542252,-0.079917765,-0.148774031,-0.124091175,-0.126392977,-0.133498271,-0.165164415,-0.096984158,-0.114587532,-0.124973086,-0.148509614,-0.16946205
5,3,300,14,6,Skew,gammaN.s,1,0.58,0.022453071,0.351532514,0.108600895,0.06,0.037,0.03,0.01245516,0.021781359,0.015158169,0.463847052,0.304370131,0.320146519,0.425221672,1.194335254,0.310379287,0.446244496,0.287442376,0.469918166,0.383151835,0.267003716,-0.001694037,-0.003993705,-0.000521175,-0.08939436,-0.10612885,-0.107869596,-0.139270441,0.012099035,-0.070887078,-0.095754173,-0.078486732,-0.020399507,-0.085802511,-0.065239146,-0.021339308,-0.036291549,-0.064169883,-0.073829846,-0.142587077,-0.126799254,-0.124537686,-0.123568304,-0.165274548,-0.094259816,-0.112385336,-0.117089626,-0.1502712,-0.1680091
5,3,300,14,6,Skew,ridgeI,1,0.95,0.342303344,0.363898241,0.11712086,0.995,0.045,0.042,0.012610876,0.022183948,0.01525215,0.4733164,0.323809323,0.339716953,0.44998707,1.210893382,0.319855301,0.476253234,0.299052845,0.472203041,0.400556362,0.278884493,-0.002908763,-0.005219376,-0.001923571,-0.121706985,-0.140949026,-0.148738933,-0.174039548,-0.029111783,-0.10080461,-0.130604489,-0.104993687,-0.037728258,-0.114622673,-0.093081474,-0.025224364,-0.050974629,-0.071604218,-0.070026856,-0.153505517,-0.117788232,-0.137917679,-0.129733165,-0.163559175,-0.128075644,-0.117828305,-0.132558848,-0.168361057,-0.172534355
5,3,300,14,6,Skew,ridgeD,1,0,0.020697834,0.367530537,0.120616826,0.047,0.047,0.047,0.012680464,0.022368033,0.015324675,0.481510309,0.325473695,0.356180855,0.449690023,1.23015516,0.320747507,0.477444281,0.301466679,0.470341242,0.39987768,0.282166921,-0.00300692,-0.00581352,-0.001811386,-0.130837868,-0.151444526,-0.169369846,-0.180704945,-0.042759803,-0.102785918,-0.135034546,-0.107226081,-0.03772055,-0.117853964,-0.095567804,-0.030521871,-0.053959605,-0.078383745,-0.076466153,-0.156426431,-0.128989016,-0.138478456,-0.136062977,-0.164251741,-0.126224018,-0.122661815,-0.133030293,-0.163703619,-0.179475827
5,3,300,14,6,Skew,gls.model,1,1,0.035889822,0.44248545,0.174982974,0.262,0.043,0.025,0.012729011,0.021826484,0.015291514,0.640690473,0.411798965,0.415670855,0.495846584,1.606444796,0.383224451,0.521876769,0.344264501,0.615797634,0.429840477,0.279493783,-3.78E-05,-0.001692473,0.001105137,0.007823786,-0.005557852,0.004321263,-0.017989637,0.043590881,-0.002935403,0.017078357,-0.006364884,0.009487265,0.008240215,-0.001258259,-0.009963882,-0.01612196,-0.030037789,-0.554715642,-0.676436092,-0.667783701,-0.526711401,-0.445160653,-0.701141321,-0.465387717,-0.554708625,-0.492133456,-0.472686797,-0.676759257
5,3,300,14,6,Skew,gls.s,1,1,0.033890755,0.39678251,0.125716997,0.248,0.037,0.022,0.0127436,0.021800605,0.015429633,0.561011523,0.348975701,0.398337721,0.467359596,1.347855414,0.356112402,0.479451772,0.321437351,0.542625604,0.406918855,0.274895367,-7.63E-05,-0.001720133,0.001052287,-0.028720548,-0.037401707,-0.026672814,-0.076650581,0.091484043,-0.023646491,-0.033304186,-0.036323595,0.011096372,-0.036083058,-0.025191595,-0.016613641,-0.018185333,-0.044620856,-0.474367457,-0.60649702,-0.644292121,-0.464035719,-0.370100876,-0.673420838,-0.389317495,-0.509777656,-0.426793799,-0.419094475,-0.66512359
5,3,300,14,6,Skew,ls,1,1,2990.949923,0.847584677,0.976198598,1,0.117,0.037,0.012738133,0.02185855,0.015245276,0.700788023,0.716044129,1.115951181,1.810569483,4.411376226,0.39053926,0.546248306,0.349704535,0.856192221,0.616350127,0.302580027,0.000162328,-0.000182692,0.000714911,0.004584477,0.009751988,0.007514298,-0.061797625,0.192847524,-0.001968302,0.019149177,-0.00735566,-0.001381299,0.022104078,-0.00478247,-0.914595066,-0.852564886,-0.949314371,-0.990378485,-0.996146367,-0.997278897,-0.998358801,-0.998711928,-0.995916408,-0.989640862,-0.996739139,-0.992639896,-0.995607742,-0.998887526
5,3,300,14,6,Skew,wls,1,0,0.020697834,0.367530537,0.120616826,0.047,0.047,0.047,0.012680464,0.022368033,0.015324675,0.481510309,0.325473695,0.356180855,0.449690023,1.23015516,0.320747507,0.477444281,0.301466679,0.470341242,0.39987768,0.282166921,-0.00300692,-0.00581352,-0.001811386,-0.130837868,-0.151444526,-0.169369846,-0.180704945,-0.042759803,-0.102785918,-0.135034546,-0.107226081,-0.03772055,-0.117853964,-0.095567804,-0.030521871,-0.053959605,-0.078383745,-0.076466153,-0.156426431,-0.128989016,-0.138478456,-0.136062977,-0.164251741,-0.126224018,-0.122661815,-0.133030293,-0.163703619,-0.179475827
5,3,300,14,6,Skew,fites,1,NA,0.049797773,0.442888981,0.177781065,0.268,0.05,0.029,0.012729364,0.021825601,0.015292262,0.641278557,0.412463922,0.416076184,0.495419461,1.606542515,0.383803514,0.521958073,0.344524677,0.619280414,0.429690798,0.27956039,-3.71E-05,-0.001689478,0.001106324,0.011012669,-0.002286022,0.007792458,-0.01455664,0.046803584,-0.003601027,0.019450869,-0.006814683,0.005577739,0.010025539,-0.001474575,-0.011642702,-0.017738087,-0.031698921,-0.263106368,-0.283212434,-0.2643081,-0.197211003,-0.221009844,-0.271807678,-0.169520828,-0.215954824,-0.198161644,-0.175298807,-0.168263672
5,3,300,14,6,Skew,fiteu,1,NA,0.049797773,0.442888981,0.203732193,0.268,0.053,0.033,0.012729364,0.021825601,0.015292262,0.641278557,0.412463922,0.416076184,0.495419461,1.606542515,0.383803514,0.521958073,0.344524677,0.619280414,0.429690798,0.27956039,-3.71E-05,-0.001689478,0.001106324,0.011012669,-0.002286022,0.007792458,-0.01455664,0.046803584,-0.003601027,0.019450869,-0.006814683,0.005577739,0.010025539,-0.001474575,-0.01720811,-0.02109135,-0.037417575,-0.295658449,-0.316996051,-0.289702625,-0.240004516,-0.243961224,-0.298683146,-0.207157707,-0.248588076,-0.224666628,-0.216435147,-0.194680096
5,3,300,14,6,Skew,fitos,1,NA,0.049797773,0.442888981,0.127939125,0.268,0.067,0.041,0.012729364,0.021825601,0.015292262,0.641278557,0.412463922,0.416076184,0.495419461,1.606542515,0.383803514,0.521958073,0.344524677,0.619280414,0.429690798,0.27956039,-3.71E-05,-0.001689478,0.001106324,0.011012669,-0.002286022,0.007792458,-0.01455664,0.046803584,-0.003601027,0.019450869,-0.006814683,0.005577739,0.010025539,-0.001474575,0.000443174,-0.009710406,-0.018353375,-0.200832971,-0.222426819,-0.218659645,-0.106281025,-0.162257273,-0.223215379,-0.095732088,-0.164941129,-0.142354772,-0.101313961,-0.124625728
5,3,500,14,6,Norm,gammaN.model,1,0.74,0.012160141,0.163587635,0.014780729,0.051,0.051,0.051,0.009857046,0.016415597,0.011205369,0.225130451,0.103983171,0.110370877,0.182899499,0.722754711,0.088842389,0.215313115,0.116301815,0.240707583,0.177805087,0.068640187,0.000320341,0.000263182,-0.000466381,-0.005321901,-0.006078845,-0.002671372,-0.011215971,0.012540763,-0.004784292,-0.007285198,-0.004088129,-0.006825995,-0.01063552,-0.004287509,-0.002260426,0.013917833,0.029278216,0.005395236,-0.000566989,-0.025041299,-0.003828614,6.38E-05,0.000834774,0.038336263,0.025551122,0.031855939,0.013791406,0.016208244
5,3,500,14,6,Norm,gammaN.s,1,0.95,0.012064972,0.163415172,0.01926339,0.047,0.049,0.048,0.009861614,0.016418957,0.011209283,0.225670188,0.104632941,0.110947556,0.184770301,0.713280774,0.088762282,0.217455623,0.116803461,0.238638737,0.180141655,0.069219034,0.000312088,0.000258632,-0.000460366,-0.013457959,-0.011688335,-0.009370228,-0.021773387,0.018646908,-0.008077393,-0.01757237,-0.010142781,-0.004303923,-0.02008481,-0.00923208,-0.001625862,0.015001378,0.030004247,0.015868795,0.006379811,-0.017406669,0.004883036,0.010611812,0.010237897,0.044638006,0.032712143,0.041087609,0.017293738,0.021936458
5,3,500,14,6,Norm,ridgeI,1,0.99,0.863337328,0.164303303,0.013317991,1,0.072,0.052,0.009901171,0.016480072,0.011279849,0.228266688,0.105171574,0.111805516,0.184960566,0.714251691,0.090130779,0.218985099,0.118517902,0.239681185,0.180909657,0.069904496,0.000320345,0.000292059,-0.000496083,-0.013172791,-0.011131297,-0.008680537,-0.020417827,0.017041376,-0.008075481,-0.017824053,-0.01044246,-0.004741587,-0.020166199,-0.009507972,-0.009175648,0.008155263,0.019827939,-0.002841197,-0.007200873,-0.033304533,-0.005732927,0.004195497,-0.011736194,0.031080178,0.011144224,0.030208907,0.006304164,0.005544323
5,3,500,14,6,Norm,ridgeD,1,0,0.012329935,0.16484411,0.013240459,0.056,0.056,0.056,0.009920646,0.016550759,0.011310778,0.229699887,0.105693056,0.112207734,0.185817674,0.716344717,0.090392394,0.219260727,0.118895609,0.240097512,0.181563887,0.070062154,0.000312887,0.000263319,-0.000483197,-0.014297257,-0.011756423,-0.008955582,-0.020818006,0.017984029,-0.008106416,-0.017871688,-0.010590873,-0.004321498,-0.019618341,-0.009539752,-0.012366426,0.002461426,0.015627386,-0.009893887,-0.013462678,-0.038638813,-0.012228807,-0.002018677,-0.016080269,0.027902402,0.006803857,0.025923437,1.30E-05,0.001945363
5,3,500,14,6,Norm,gls.model,1,1,0.01209621,0.16375301,0.017230116,0.051,0.047,0.046,0.009852623,0.016398435,0.011189887,0.224323735,0.103841458,0.110208056,0.182701553,0.727421218,0.088588055,0.214687581,0.115909316,0.241672905,0.17725615,0.068491167,0.000321745,0.000262635,-0.000462054,-0.002145808,-0.004070447,-0.000442907,-0.007790244,0.010575757,-0.003602734,-0.003490745,-0.001789683,-0.00775129,-0.007399728,-0.002424969,0.001248986,0.017603375,0.034107491,0.01450425,0.00536499,-0.017835402,-9.37E-05,-0.000322003,0.006729427,0.044872015,0.03017866,0.035306311,0.017597404,0.024364734
5,3,500,14,6,Norm,gls.s,1,1,0.012063487,0.163418376,0.019990386,0.045,0.049,0.048,0.009861324,0.016417023,0.011207062,0.225567363,0.104629381,0.110934817,0.184807834,0.713476415,0.088716936,0.217461939,0.116745584,0.238677547,0.180147932,0.069206109,0.000311987,0.000257908,-0.000459211,-0.0134134,-0.011685718,-0.009389732,-0.021817067,0.018672064,-0.008074035,-0.017552104,-0.010117151,-0.004310766,-0.02010406,-0.009215419,-0.001080285,0.015601971,0.030768183,0.021411243,0.009275355,-0.013866177,0.006776708,0.010593208,0.011202182,0.048951709,0.032604738,0.043703152,0.018134406,0.027027534
5,3,500,14,6,Norm,ls,1,1,722.3090012,0.40342753,0.971624367,1,0.153,0.056,0.009846912,0.016351684,0.011180287,0.243289031,0.26059316,0.493434953,0.731728477,2.725376309,0.089260893,0.222375302,0.116581804,0.350594872,0.295134368,0.082237366,0.00032146,0.000291501,-0.000471606,0.001423481,-0.009184313,-0.013429984,0.025392991,-0.088284056,-0.004398642,-0.002599112,-0.001570196,0.003366504,-0.017224639,-0.000415839,-0.914453736,-0.847491872,-0.946447782,-0.978479129,-0.991642243,-0.995133412,-0.997124064,-0.997888549,-0.986119117,-0.979883461,-0.992473272,-0.986151766,-0.992606988,-0.996845752
5,3,500,14,6,Norm,wls,1,0,0.012329935,0.16484411,0.013240459,0.056,0.056,0.056,0.009920646,0.016550759,0.011310778,0.229699887,0.105693056,0.112207734,0.185817674,0.716344717,0.090392394,0.219260727,0.118895609,0.240097512,0.181563887,0.070062154,0.000312887,0.000263319,-0.000483197,-0.014297257,-0.011756423,-0.008955582,-0.020818006,0.017984029,-0.008106416,-0.017871688,-0.010590873,-0.004321498,-0.019618341,-0.009539752,-0.012366426,0.002461426,0.015627386,-0.009893887,-0.013462678,-0.038638813,-0.012228807,-0.002018677,-0.016080269,0.027902402,0.006803857,0.025923437,1.30E-05,0.001945363
5,3,500,14,6,Norm,fites,1,NA,0.049797773,0.163805763,0.016243694,0.05,0.049,0.047,0.009852594,0.016399551,0.011189875,0.224355411,0.103774804,0.110088849,0.18254938,0.727298824,0.088710764,0.214670481,0.115967584,0.242724121,0.177190704,0.068507735,0.000321631,0.000263682,-0.000462416,-9.33E-05,-0.002017252,0.001536722,-0.005884141,0.012973607,-0.00405481,-0.001910381,-0.00208519,-0.010295527,-0.006201975,-0.002578564,0.000249748,0.016516526,0.033074167,0.007283378,0.000656834,-0.022296176,-0.00386958,-0.00286261,0.004925881,0.038955818,0.030375891,0.031065231,0.015682208,0.019597672
5,3,500,14,6,Norm,fiteu,1,NA,0.049797773,0.163805763,0.015676085,0.05,0.051,0.05,0.009852594,0.016399551,0.011189875,0.224355411,0.103774804,0.110088849,0.18254938,0.727298824,0.088710764,0.214670481,0.115967584,0.242724121,0.177190704,0.068507735,0.000321631,0.000263682,-0.000462416,-9.33E-05,-0.002017252,0.001536722,-0.005884141,0.012973607,-0.00405481,-0.001910381,-0.00208519,-0.010295527,-0.006201975,-0.002578564,-0.00117276,0.015666907,0.031336714,0.00628923,-0.001315866,-0.023939481,-0.005855861,-0.00353053,0.003428685,0.037979498,0.027840583,0.030463191,0.013696911,0.016948978
5,3,500,14,6,Norm,fitos,1,NA,0.049797773,0.163805763,0.018762699,0.05,0.054,0.051,0.009852594,0.016399551,0.011189875,0.224355411,0.103774804,0.110088849,0.18254938,0.727298824,0.088710764,0.214670481,0.115967584,0.242724121,0.177190704,0.068507735,0.000321631,0.000263682,-0.000462416,-9.33E-05,-0.002017252,0.001536722,-0.005884141,0.012973607,-0.00405481,-0.001910381,-0.00208519,-0.010295527,-0.006201975,-0.002578564,0.001705289,0.017252987,0.034732306,0.010379132,0.00786095,-0.016648334,0.002840062,-0.000698898,0.009397662,0.041829086,0.037769464,0.032886467,0.021555651,0.027121497
5,3,500,14,6,Elliptical,gammaN.model,1,0.67,0.016300924,0.246058831,0.050657296,0.157,0.043,0.039,0.00966181,0.016216009,0.010946505,0.326118101,0.161327014,0.167462235,0.283311245,1.025824433,0.146397886,0.336312646,0.186890723,0.375975263,0.280039051,0.118340717,0.000397193,0.000548883,-0.000485326,-0.02666591,-0.04368458,-0.032320926,-0.057394241,0.04552945,-0.038110365,-0.042281015,-0.043469381,-0.040770206,-0.0528344,-0.037365785,-0.003899397,0.006981354,0.030099123,-0.036721664,-0.034537781,-0.063655873,-0.068634636,-0.078962674,-0.076317645,-0.053502318,-0.062515485,-0.058332125,-0.070107741,-0.064934329
5,3,500,14,6,Elliptical,gammaN.s,1,0.66,0.015528473,0.246626981,0.048431003,0.13,0.043,0.038,0.009678915,0.016261596,0.010953796,0.327897758,0.164415474,0.169582849,0.288429064,1.009773973,0.147462009,0.340364917,0.190009603,0.371554399,0.285223277,0.121170102,0.000411441,0.00053093,-0.000442619,-0.036068949,-0.049773977,-0.039799752,-0.0690997,0.052870107,-0.041512599,-0.054573096,-0.050513501,-0.036960061,-0.063717346,-0.042889206,-0.006077054,0.003926427,0.028503072,-0.030280987,-0.037342084,-0.060044619,-0.065577494,-0.071070361,-0.07432333,-0.047499669,-0.063496535,-0.051970366,-0.069413141,-0.068508904
5,3,500,14,6,Elliptical,ridgeI,1,0.99,0.875178644,0.250796732,0.057194008,1,0.061,0.047,0.009633072,0.016182783,0.010984982,0.331577369,0.171808051,0.174834313,0.292958754,1.006114219,0.153702299,0.349056293,0.19653469,0.377628961,0.291533609,0.128604859,0.000360075,0.000605524,-0.000522476,-0.046602705,-0.062034056,-0.051089758,-0.079846993,0.038449462,-0.053613517,-0.067950072,-0.062353672,-0.049652631,-0.074664716,-0.054648653,-0.004710885,0.006327744,0.022359339,-0.038294389,-0.05371268,-0.072340116,-0.07115962,-0.067644108,-0.088007568,-0.063093293,-0.078161863,-0.063496982,-0.081874074,-0.089533447
5,3,500,14,6,Elliptical,ridgeD,1,0,0.012287731,0.251972697,0.059086629,0.057,0.057,0.057,0.009662561,0.016272393,0.011002623,0.333973154,0.17580521,0.176962645,0.29591446,1.004989425,0.154234001,0.350733111,0.19659945,0.378241403,0.293674913,0.129552413,0.000387775,0.000564025,-0.000496883,-0.05233564,-0.068197502,-0.056223354,-0.086067066,0.036971974,-0.056293593,-0.07144212,-0.065063609,-0.051565197,-0.078264208,-0.057744089,-0.00998946,-0.001786749,0.018171551,-0.04398902,-0.063221402,-0.076068638,-0.074662363,-0.072419006,-0.085573675,-0.067516936,-0.074187658,-0.068426217,-0.086465431,-0.084734699
5,3,500,14,6,Elliptical,gls.model,1,1,0.022736659,0.269778041,0.070756804,0.318,0.048,0.033,0.009831636,0.016428992,0.01111611,0.351640906,0.167200548,0.185159794,0.308223602,1.152168696,0.158418685,0.376852764,0.203530672,0.414730009,0.295019312,0.126570851,0.00042471,0.000398738,-0.000492645,0.013045172,-0.010105529,0.005293028,-0.013952641,0.076455948,-0.010391533,0.006705931,-0.010163288,-0.029217733,-0.009136961,-0.006890101,0.000113711,0.012147205,0.038028859,-0.363534569,-0.373637273,-0.419240219,-0.403521388,-0.40618816,-0.434722718,-0.412061837,-0.409690095,-0.38269575,-0.389190366,-0.444646169
5,3,500,14,6,Elliptical,gls.s,1,1,0.022060639,0.263473238,0.055875096,0.303,0.044,0.028,0.009825153,0.016457941,0.011074433,0.349325353,0.167808021,0.179339046,0.309079774,1.098368416,0.154466726,0.372675473,0.199560742,0.40113565,0.295058668,0.124449939,0.00044353,0.000425561,-0.000422398,-0.012465245,-0.027645681,-0.015862887,-0.046663673,0.093076069,-0.021270836,-0.027093608,-0.029868909,-0.022733296,-0.039884773,-0.022873648,-0.002549413,0.008292824,0.037428913,-0.344487553,-0.359550203,-0.387987103,-0.381359522,-0.387565067,-0.411926193,-0.384551137,-0.382904019,-0.367891176,-0.366497753,-0.419929484
5,3,500,14,6,Elliptical,ls,1,1,1856.18711,0.620228735,0.974800196,1,0.152,0.049,0.00982649,0.016429527,0.011117887,0.406438022,0.425494183,0.78015556,1.211737104,3.823158596,0.160910091,0.416030269,0.207503834,0.598833768,0.466453582,0.149113381,0.000394163,0.000443186,-0.000494051,0.017650024,-0.015978866,0.011158642,-0.005587796,0.035096859,-0.010999957,0.009697824,-0.010489209,-0.029415845,-0.011464867,-0.006396854,-0.914258884,-0.848206384,-0.94614073,-0.987311925,-0.994845469,-0.996997659,-0.998210216,-0.998675029,-0.992239467,-0.989376218,-0.995727955,-0.991608162,-0.995356323,-0.998248321
5,3,500,14,6,Elliptical,wls,1,0,0.012287731,0.251972697,0.059086629,0.057,0.057,0.057,0.009662561,0.016272393,0.011002623,0.333973154,0.17580521,0.176962645,0.29591446,1.004989425,0.154234001,0.350733111,0.19659945,0.378241403,0.293674913,0.129552413,0.000387775,0.000564025,-0.000496883,-0.05233564,-0.068197502,-0.056223354,-0.086067066,0.036971974,-0.056293593,-0.07144212,-0.065063609,-0.051565197,-0.078264208,-0.057744089,-0.00998946,-0.001786749,0.018171551,-0.04398902,-0.063221402,-0.076068638,-0.074662363,-0.072419006,-0.085573675,-0.067516936,-0.074187658,-0.068426217,-0.086465431,-0.084734699
5,3,500,14,6,Elliptical,fites,1,NA,0.049797773,0.269832743,0.072217011,0.323,0.053,0.033,0.009831581,0.016430151,0.011116047,0.351635478,0.167156008,0.18529389,0.30812184,1.15144984,0.158566408,0.37661345,0.203611821,0.416418565,0.294817785,0.126595534,0.000424501,0.000399143,-0.000492799,0.015074575,-0.008044542,0.007210469,-0.012166018,0.079118876,-0.010833767,0.008271484,-0.010459196,-0.031730431,-0.007944814,-0.007043491,-0.000881478,0.0110636,0.036995987,-0.054148217,-0.041965293,-0.100563919,-0.093578402,-0.111915295,-0.107187488,-0.106652215,-0.093340241,-0.073924952,-0.076060607,-0.102760458
5,3,500,14,6,Elliptical,fiteu,1,NA,0.049797773,0.269832743,0.086591876,0.323,0.056,0.038,0.009831581,0.016430151,0.011116047,0.351635478,0.167156008,0.18529389,0.30812184,1.15144984,0.158566408,0.37661345,0.203611821,0.416418565,0.294817785,0.126595534,0.000424501,0.000399143,-0.000492799,0.015074575,-0.008044542,0.007210469,-0.012166018,0.079118876,-0.010833767,0.008271484,-0.010459196,-0.031730431,-0.007944814,-0.007043491,-0.004266457,0.008974842,0.032848349,-0.065878099,-0.062391342,-0.123012096,-0.115988659,-0.121849843,-0.12617097,-0.121346555,-0.119653524,-0.081062496,-0.098834412,-0.130008617
5,3,500,14,6,Elliptical,fitos,1,NA,0.049797773,0.269832743,0.051950219,0.323,0.061,0.037,0.009831581,0.016430151,0.011116047,0.351635478,0.167156008,0.18529389,0.30812184,1.15144984,0.158566408,0.37661345,0.203611821,0.416418565,0.294817785,0.126595534,0.000424501,0.000399143,-0.000492799,0.015074575,-0.008044542,0.007210469,-0.012166018,0.079118876,-0.010833767,0.008271484,-0.010459196,-0.031730431,-0.007944814,-0.007043491,0.005166228,0.015100346,0.045358669,-0.037029449,-0.007716114,-0.068960393,-0.058015143,-0.097935817,-0.080468439,-0.085902797,-0.055304039,-0.064125704,-0.042115926,-0.064104005
5,3,500,14,6,Skew,gammaN.model,1,0.6,0.015248983,0.271787877,0.076264687,0.115,0.044,0.04,0.009804598,0.017413889,0.010909627,0.372753887,0.232545119,0.253379093,0.32025252,0.89707738,0.240303096,0.33506724,0.239048459,0.374549243,0.285935817,0.215990314,-0.00103849,-0.003694052,-0.000853588,-0.063235479,-0.082468013,-0.094945718,-0.096573137,-0.003381488,-0.048785647,-0.067305216,-0.050993942,-0.034288403,-0.053036174,-0.054421017,-0.025654354,-0.052802757,0.020618061,-0.075190776,-0.058211012,-0.096577172,-0.074433549,-0.019854404,-0.136542108,-0.049278147,-0.154571197,-0.064862619,-0.096259845,-0.142849611
5,3,500,14,6,Skew,gammaN.s,1,0.56,0.014091529,0.272344919,0.074652198,0.081,0.041,0.039,0.009815016,0.017489095,0.010932607,0.375411861,0.23555652,0.255911169,0.324251579,0.885869598,0.241434225,0.338960797,0.240757803,0.370556847,0.289113282,0.21676846,-0.001037328,-0.003840564,-0.000806945,-0.071132984,-0.085735106,-0.101034869,-0.105105837,0.000156498,-0.051064304,-0.076601199,-0.055373437,-0.030990552,-0.061352177,-0.057888874,-0.026835861,-0.055246049,0.017505469,-0.071948898,-0.065840299,-0.092508373,-0.070789228,-0.012711164,-0.137935774,-0.045859756,-0.154051881,-0.059990769,-0.09444065,-0.1394666
5,3,500,14,6,Skew,ridgeI,1,0.97,0.32846681,0.279265067,0.075212679,0.999,0.046,0.039,0.009917161,0.017630246,0.010957485,0.386613977,0.250087636,0.273321151,0.339559131,0.8806672,0.247135075,0.351261999,0.247213789,0.371614776,0.298920466,0.224810851,-0.001763365,-0.004596248,-0.001659836,-0.091986044,-0.110234504,-0.127473483,-0.130952807,-0.023423057,-0.069991516,-0.101338386,-0.074073907,-0.04530383,-0.084923337,-0.078686246,-0.03142017,-0.056410236,0.019167262,-0.082051944,-0.062678754,-0.087197376,-0.069973626,-0.003003581,-0.136405957,-0.05023749,-0.155367297,-0.062853528,-0.09727604,-0.138934243
5,3,500,14,6,Skew,ridgeD,1,0,0.012521723,0.282326025,0.081646176,0.051,0.051,0.051,0.009951374,0.017852749,0.010995567,0.392053937,0.252258953,0.27985397,0.335096997,0.895192568,0.247881586,0.355698701,0.250266923,0.374453524,0.303656416,0.227351078,-0.001845617,-0.005106013,-0.001582941,-0.097276639,-0.122813786,-0.142574271,-0.138498447,-0.036706757,-0.071582359,-0.104446436,-0.075840219,-0.044595404,-0.08855405,-0.080620129,-0.034784505,-0.062608207,0.012909999,-0.094518374,-0.074499679,-0.092789025,-0.063133416,-0.012368319,-0.138037124,-0.061383725,-0.1650424,-0.075815619,-0.108725779,-0.146430287
5,3,500,14,6,Skew,gls.model,1,1,0.022491307,0.335910315,0.156644049,0.27,0.041,0.028,0.009885947,0.01728324,0.0112493,0.447659523,0.349695532,0.290098217,0.370941936,1.08209617,0.37538433,0.404527835,0.324991796,0.464577674,0.32025901,0.2340939,9.62E-05,-0.002084061,0.000351517,0.001872632,-0.006884207,-0.015560268,-0.019559038,0.063155175,0.001498914,0.010855417,0.00135425,-0.020985067,0.020989228,-0.00496947,-0.008180788,-0.034907348,0.020624451,-0.500967925,-0.703958429,-0.627546747,-0.509111684,-0.37277735,-0.763916624,-0.460512501,-0.635693471,-0.461738063,-0.458554999,-0.700765291
