p,m,n,q,df,distribution,method,convergence,a,F,average RMSE,avereage SE BIAS,T,T_SB,T_MVA,RMSE.alpha1,RMSE.alpha2,RMSE.psi11,RMSE.psi22,RMSE.psi33,RMSE.psi44,RMSE.psi55,RMSE.phi11,RMSE.phi12,RMSE.phi22,BIAS.alpha1,BIAS.alpha2,BIAS.psi11,BIAS.psi22,BIAS.psi33,BIAS.psi44,BIAS.psi55,BIAS.phi11,BIAS.phi12,BIAS.phi22,SE BIAS.alpha1,SE BIAS.alpha2,SE BIAS.psi11,SE BIAS.psi22,SE BIAS.psi33,SE BIAS.psi44,SE BIAS.psi55,SE BIAS.phi11,SE BIAS.phi12,SE BIAS.phi22
5,2,100,10,10,Elliptical,fitos,1,NA,0.054962191,0.286686392,0.053891455,0.366,0.098,0.033,0.020729475,0.026242939,0.427962917,0.302956394,0.301236456,0.345670883,0.530230506,0.269160618,0.37786394,0.264809797,0.000276512,0.001106108,8.16E-05,0.010668444,-0.011332251,-0.005294739,0.025776664,-0.015845869,-0.001747326,-0.007654569,0.062363244,0.032127185,-0.043183247,0.068300814,0.039347739,0.07209784,-0.015119914,0.03596657,0.109914096,0.060493901
5,2,100,10,10,Skew,gammaN.model,0.999,0.86,0.137112912,0.392018454,0.187926111,0.214214214,0.042042042,0.016016016,0.022203959,0.024664836,0.523731623,0.478632542,0.448080834,0.498480847,0.561430946,0.465181179,0.449846104,0.447931666,-0.005747798,-0.002193351,-0.124417595,-0.151503436,-0.156840358,-0.146154721,-0.114846009,-0.132656908,-0.127999326,-0.109706435,-0.107360599,-0.038299925,-0.193113837,-0.221490389,-0.203807182,-0.220134426,-0.147308288,-0.257941201,-0.216460606,-0.273344662
5,2,100,10,10,Skew,gammaN.s,1,0.82,0.113063879,0.418149682,0.186559369,0.067,0.045,0.02,0.022449876,0.024900785,0.550313241,0.519025198,0.4892413,0.541205561,0.573369586,0.495675037,0.498084463,0.467231773,-0.005379741,-0.001810667,-0.176239886,-0.202442032,-0.210178438,-0.203415835,-0.157296029,-0.172192318,-0.180068088,-0.153096475,-0.128583599,-0.056994707,-0.174472043,-0.21514251,-0.191840996,-0.217412346,-0.125786575,-0.263814989,-0.231537009,-0.260008913
5,2,100,10,10,Skew,ridgeI,1,0.99,7.373644466,0.502240668,0.221981444,1,0.068,0.05,0.02443658,0.02581158,0.640535248,0.653853799,0.636163264,0.667028059,0.647889274,0.582252606,0.580423058,0.564013214,-0.01184927,-0.009364297,-0.279167321,-0.319831189,-0.32763463,-0.320909572,-0.254010382,-0.266671523,-0.268200505,-0.266663616,-0.170983464,-0.095901711,-0.212597625,-0.248796901,-0.212320717,-0.229493155,-0.182702102,-0.305331097,-0.274923522,-0.286764146
5,2,100,10,10,Skew,ridgeD,1,0.01,0.061244435,0.474337948,0.206957934,0.002,0.083,0.057,0.023295676,0.025147042,0.57489882,0.542414877,0.559531937,0.639709165,0.794577525,0.553936421,0.531005237,0.498862778,-0.008811259,-0.004729371,-0.243224166,-0.253826239,-0.26403628,-0.233036493,-0.165908543,-0.20049128,-0.199934999,-0.173150433,-0.15819069,-0.088014656,-0.14705811,-0.234056769,-0.169448164,-0.159960133,-0.141708471,-0.354566108,-0.299852511,-0.316723729
5,2,100,10,10,Skew,gls.model,1,1,0.158842223,0.454878966,0.227328485,0.294,0.034,0.013,0.022459473,0.025678398,0.583216108,0.594291543,0.560816234,0.591915589,0.670896702,0.527228438,0.494644259,0.477642916,-0.00295474,0.000940364,-0.014690998,-0.01227328,-0.025397312,-0.022127445,-0.014952212,-0.043732668,-0.035651427,-0.021446996,-0.077248498,-0.011993656,-0.574490213,-0.691727184,-0.690750496,-0.638403968,-0.520718654,-0.689254678,-0.521829717,-0.674337854
5,2,100,10,10,Skew,gls.s,1,1,0.143087534,0.44151787,0.191876903,0.235,0.033,0.017,0.022603044,0.025604488,0.581408793,0.573790955,0.52317591,0.567899896,0.627413685,0.511144265,0.50542375,0.47671391,-0.002706382,0.000854211,-0.112179376,-0.127627265,-0.137898336,-0.135667529,-0.098267124,-0.127283754,-0.140963552,-0.106246755,-0.106230955,-0.032532196,-0.529961014,-0.644093729,-0.626035973,-0.57599065,-0.448669604,-0.650184021,-0.471460656,-0.646707355
5,2,100,10,10,Skew,ls,1,1,1684.622395,0.667194261,0.983372912,1,0.108,0.019,0.022108322,0.025656493,0.733757701,0.820280691,1.02553545,1.165604522,1.35747793,0.532988269,0.506560622,0.481972616,-0.000885684,0.000730221,-0.002057474,-0.011411038,-0.039329823,-0.031952114,0.025971134,-0.048574214,-0.032889497,-0.023471214,-0.929490245,-0.938113409,-0.991682851,-0.994334413,-0.995703103,-0.995927076,-0.995626405,-0.997733326,-0.996666072,-0.998452223
5,2,100,10,10,Skew,wls,1,0,0.120794688,0.55907262,0.25217977,0.11,0.11,0.11,0.026010557,0.0267966,0.759292177,0.741884289,0.704121629,0.730039133,0.762111888,0.620599814,0.606058298,0.613811816,-0.014165008,-0.010418238,-0.358181825,-0.377171586,-0.37739165,-0.373758603,-0.333003427,-0.283324154,-0.283283257,-0.289972844,-0.205507943,-0.140541669,-0.218907016,-0.290328743,-0.237229279,-0.228270173,-0.216649591,-0.350518425,-0.301270037,-0.332574826
5,2,100,10,10,Skew,fites,1,NA,0.054962191,0.455104957,0.235275518,0.314,0.054,0.014,0.022447936,0.025674377,0.585260036,0.595624377,0.56059644,0.591604525,0.669725024,0.528271473,0.493697847,0.478147538,-0.002926207,0.000966952,-0.003760085,-0.002302696,-0.015378908,-0.01255985,-0.004538956,-0.045086949,-0.033828506,-0.022348715,-0.081588894,-0.016796665,-0.2367067,-0.328943221,-0.322324467,-0.294582813,-0.225916925,-0.312571744,-0.251072505,-0.282251245
5,2,100,10,10,Skew,fiteu,1,NA,0.054962191,0.455104957,0.296142208,0.314,0.079,0.025,0.022447936,0.025674377,0.585260036,0.595624377,0.56059644,0.591604525,0.669725024,0.528271473,0.493697847,0.478147538,-0.002926207,0.000966952,-0.003760085,-0.002302696,-0.015378908,-0.01255985,-0.004538956,-0.045086949,-0.033828506,-0.022348715,-0.10314967,-0.039963818,-0.294722959,-0.404905897,-0.400220846,-0.374038337,-0.28856636,-0.377621856,-0.333105773,-0.345126564
5,2,100,10,10,Skew,fitos,1,NA,0.054962191,0.455104957,0.131759616,0.314,0.119,0.045,0.022447936,0.025674377,0.585260036,0.595624377,0.56059644,0.591604525,0.669725024,0.528271473,0.493697847,0.478147538,-0.002926207,0.000966952,-0.003760085,-0.002302696,-0.015378908,-0.01255985,-0.004538956,-0.045086949,-0.033828506,-0.022348715,-0.049606895,0.023184724,-0.130958796,-0.183913147,-0.179524728,-0.146088675,-0.110487022,-0.216332007,-0.100999947,-0.17650022
5,2,200,10,10,Norm,gammaN.model,1,1,0.051215519,0.129584628,0.020780935,0.054,0.057,0.049,0.015430593,0.019182707,0.187037603,0.136134358,0.126161784,0.160030916,0.252161863,0.119935424,0.169144683,0.110626346,0.00047385,3.86E-05,-0.003506366,-0.002452644,-0.006626673,-0.012121995,0.009563635,-0.005942842,0.001670251,-0.00433793,-0.020194622,-0.035617388,-0.010150552,-0.021368682,-0.009872023,-0.020494715,-0.056605766,-0.02902353,0.003045296,0.001436773
5,2,200,10,10,Norm,gammaN.s,1,0.96,0.050625994,0.134976694,0.03178505,0.044,0.05,0.046,0.015499316,0.019331947,0.192781887,0.142977186,0.134587721,0.169072941,0.253859959,0.125479461,0.179377588,0.116798931,0.000395719,3.88E-05,-0.03364449,-0.034617274,-0.03717855,-0.044157349,-0.016291608,-0.029922816,-0.034674233,-0.030030504,-0.03258995,-0.051195099,-0.014616563,-0.02801734,-0.0224906,-0.032847036,-0.056795025,-0.039574262,-0.021896632,-0.01782799
5,2,200,10,10,Norm,ridgeI,1,0.99,3.867082151,0.137344302,0.075287288,1,0.093,0.076,0.015493904,0.019467059,0.19613807,0.146421002,0.136825399,0.170673517,0.25773408,0.129080632,0.182980546,0.118628812,0.000465992,4.03E-06,-0.030302836,-0.032046006,-0.034311564,-0.042028465,-0.014433755,-0.029963043,-0.035039487,-0.030201477,-0.048240869,-0.073626972,-0.065798578,-0.087443218,-0.078744871,-0.076603097,-0.098647818,-0.094537815,-0.06862138,-0.060608257
5,2,200,10,10,Norm,ridgeD,1,0,0.055295024,0.13944655,0.092267481,0.087,0.087,0.087,0.015622111,0.019640034,0.199123669,0.149661718,0.139103194,0.174101026,0.261441551,0.130530401,0.184913268,0.120328534,0.00038357,7.69E-05,-0.032953603,-0.035059732,-0.036246084,-0.044124746,-0.01744058,-0.030405559,-0.034739937,-0.03075604,-0.061001104,-0.086717922,-0.083244688,-0.108379631,-0.097028678,-0.098942419,-0.116518685,-0.108730417,-0.084019227,-0.078092043
5,2,200,10,10,Norm,gls.model,1,1,0.051215519,0.129584628,0.027199153,0.054,0.057,0.049,0.015430593,0.019182707,0.187037603,0.136134358,0.126161784,0.160030916,0.252161863,0.119935424,0.169144683,0.110626346,0.00047385,3.86E-05,-0.003506366,-0.002452644,-0.006626673,-0.012121995,0.009563635,-0.005942842,0.001670251,-0.00433793,-0.020194622,-0.035617388,-0.010150552,-0.021368682,-0.009872023,-0.020494715,-0.056605766,-0.02902353,0.003045296,0.001436773
5,2,200,10,10,Norm,gls.s,1,1,0.050595849,0.134982427,0.029098,0.045,0.05,0.045,0.015507023,0.019332738,0.19281421,0.142917967,0.134583222,0.169096405,0.253929501,0.125442022,0.179384402,0.116816776,0.000397274,3.67E-05,-0.033654782,-0.034574737,-0.03720504,-0.044150932,-0.016240125,-0.029915338,-0.034694751,-0.030001532,-0.031346968,-0.049504123,-0.001941767,-0.016990972,-0.013841981,-0.01895311,-0.045494613,-0.030041324,-0.011621064,-0.002651992
5,2,200,10,10,Norm,ls,1,1,398.0627565,0.267614098,0.980763885,1,0.124,0.049,0.015388232,0.019191983,0.289774261,0.323294478,0.441017854,0.475665754,0.701020697,0.121375249,0.173146501,0.116265974,0.000530407,-1.54E-05,-0.010039563,-0.006842384,0.005379713,0.002515286,-0.025291973,-0.005156724,-0.000685819,-0.003024928,-0.928665326,-0.941626844,-0.985016596,-0.98990623,-0.993270694,-0.993205079,-0.993709077,-0.99331067,-0.993357041,-0.99557129
5,2,200,10,10,Norm,wls,1,0,0.055295024,0.13944655,0.092267481,0.087,0.087,0.087,0.015622111,0.019640034,0.199123669,0.149661718,0.139103194,0.174101026,0.261441551,0.130530401,0.184913268,0.120328534,0.00038357,7.69E-05,-0.032953603,-0.035059732,-0.036246084,-0.044124746,-0.01744058,-0.030405559,-0.034739937,-0.03075604,-0.061001104,-0.086717922,-0.083244688,-0.108379631,-0.097028678,-0.098942419,-0.116518685,-0.108730417,-0.084019227,-0.078092043
5,2,200,10,10,Norm,fites,1,NA,0.054962191,0.129552357,0.031885419,0.055,0.062,0.055,0.015424476,0.019183929,0.186969331,0.136124022,0.125779486,0.159601668,0.252701386,0.120018426,0.169004501,0.110716347,0.000473306,4.32E-05,0.00177686,0.003001986,-0.00173485,-0.007137516,0.014616219,-0.006710026,0.002722314,-0.004848882,-0.022253394,-0.038099273,-0.028099255,-0.036537595,-0.021817584,-0.038249865,-0.074518642,-0.038346332,-0.007145509,-0.013786737
5,2,200,10,10,Norm,fiteu,1,NA,0.054962191,0.129552357,0.041246217,0.055,0.061,0.054,0.015424476,0.019183929,0.186969331,0.136124022,0.125779486,0.159601668,0.252701386,0.120018426,0.169004501,0.110716347,0.000473306,4.32E-05,0.00177686,0.003001986,-0.00173485,-0.007137516,0.014616219,-0.006710026,0.002722314,-0.004848882,-0.028535979,-0.04453437,-0.035372635,-0.047807989,-0.032614902,-0.049482385,-0.081219901,-0.04760575,-0.020338863,-0.024949402
5,2,200,10,10,Norm,fitos,1,NA,0.054962191,0.129552357,0.018101747,0.055,0.067,0.058,0.015424476,0.019183929,0.186969331,0.136124022,0.125779486,0.159601668,0.252701386,0.120018426,0.169004501,0.110716347,0.000473306,4.32E-05,0.00177686,0.003001986,-0.00173485,-0.007137516,0.014616219,-0.006710026,0.002722314,-0.004848882,-0.015747789,-0.03151633,-0.003089643,0.000299964,0.016777718,-0.001551631,-0.051190162,-0.009975719,0.032310572,0.018557938
5,2,200,10,10,Elliptical,gammaN.model,1,0.89,0.076727665,0.189372781,0.074011257,0.265,0.045,0.028,0.014803318,0.018341749,0.260531725,0.203783983,0.197023009,0.242211982,0.355001657,0.183553262,0.242325316,0.17615181,0.000641101,6.84E-05,-0.057957418,-0.049855559,-0.061813335,-0.066204585,-0.045362959,-0.047007034,-0.05429735,-0.043852828,-0.017092431,-0.029938408,-0.040572292,-0.090913861,-0.10393975,-0.120909068,-0.113775431,-0.096646674,-0.037436169,-0.088888489
5,2,200,10,10,Elliptical,gammaN.s,1,0.91,0.071914268,0.204464171,0.079338305,0.232,0.038,0.024,0.014887567,0.018512956,0.276817683,0.223801049,0.22046003,0.263112442,0.363456132,0.200668531,0.270405851,0.192519465,0.000575129,8.73E-06,-0.090810013,-0.087461314,-0.097792138,-0.104709402,-0.070754547,-0.075371619,-0.098688508,-0.073589157,-0.024261155,-0.039896668,-0.031644356,-0.092147383,-0.11539671,-0.113364841,-0.101683548,-0.115207651,-0.057420364,-0.10236037
5,2,200,10,10,Elliptical,ridgeI,1,0.99,3.858581127,0.228552624,0.120470729,1,0.085,0.056,0.014952434,0.018493792,0.305653749,0.256094094,0.253484984,0.296038395,0.379794978,0.231197676,0.301067281,0.228748861,0.000439563,4.47E-05,-0.139188125,-0.134407249,-0.144795821,-0.152377108,-0.124834048,-0.124723056,-0.147454216,-0.12825378,-0.064843584,-0.077144826,-0.084485449,-0.145555747,-0.145321648,-0.154249741,-0.135876535,-0.151218039,-0.099736709,-0.146275008
5,2,200,10,10,Elliptical,ridgeD,1,0.01,0.034785534,0.233333013,0.108618961,0.006,0.069,0.052,0.014967803,0.018464814,0.293549404,0.232921015,0.248276016,0.317591785,0.490954632,0.219807323,0.289985659,0.206811676,0.000345704,-9.54E-05,-0.114445309,-0.099010669,-0.104807344,-0.107819817,-0.102411915,-0.102802492,-0.130324111,-0.099156838,-0.059979816,-0.068478823,-0.070092921,-0.126353526,-0.136128356,-0.093537152,-0.11440404,-0.17695498,-0.100046493,-0.140213505
5,2,200,10,10,Elliptical,gls.model,1,1,0.088668712,0.213713993,0.10522197,0.355,0.048,0.019,0.015071358,0.018594357,0.285701954,0.225234057,0.208644904,0.26335432,0.452922993,0.201499375,0.272278881,0.193837732,0.000751851,5.27E-05,-0.01700181,-0.00443703,-0.020762828,-0.024159348,0.004873121,-0.009269491,-0.010233897,-0.002838858,-0.001969839,-0.008560905,-0.350642975,-0.411543543,-0.400544678,-0.405573101,-0.479194804,-0.423763156,-0.372020744,-0.430646811
5,2,200,10,10,Elliptical,gls.s,1,1,0.082750547,0.210509774,0.082245764,0.332,0.041,0.021,0.015017506,0.01864636,0.284777813,0.227303273,0.220771511,0.266801449,0.396535204,0.203868958,0.276031217,0.195344454,0.000649295,-1.46E-05,-0.074311102,-0.069818363,-0.081765948,-0.088028395,-0.049326152,-0.059868742,-0.084461155,-0.056735324,-0.012380326,-0.025364649,-0.292680077,-0.355811288,-0.359737308,-0.345328814,-0.377176414,-0.383204131,-0.310193954,-0.387628518
5,2,200,10,10,Elliptical,ls,1,1,943.6957127,0.433882231,0.982781995,1,0.131,0.031,0.015092535,0.018621114,0.451350824,0.518012245,0.686602833,0.753625624,1.202265287,0.209279438,0.278720393,0.205252019,0.000818008,-4.61E-06,-0.03466807,-0.012306414,0.005219055,0.009058864,-0.071223241,-0.007040287,-0.015184121,0.000267971,-0.927224986,-0.93983796,-0.990109682,-0.993665175,-0.995677144,-0.99573882,-0.996145256,-0.996114363,-0.995806124,-0.997500444
5,2,200,10,10,Elliptical,wls,1,0,0.054915602,0.237835939,0.136405086,0.072,0.072,0.072,0.015067385,0.018706712,0.320775206,0.27079269,0.265719843,0.309232845,0.3891879,0.240197978,0.310096206,0.238582626,0.000315093,6.37E-05,-0.151752043,-0.14973449,-0.157346309,-0.165196757,-0.136275883,-0.132143261,-0.15412738,-0.136477423,-0.079745819,-0.095409039,-0.111211296,-0.155789023,-0.151078165,-0.165534781,-0.149717147,-0.170793774,-0.118894162,-0.165877654
5,2,200,10,10,Elliptical,fites,1,NA,0.054962191,0.213512878,0.10945913,0.373,0.057,0.023,0.015066754,0.018595738,0.28499624,0.225173174,0.208391471,0.263066284,0.452196277,0.201666635,0.272039941,0.193936266,0.000750753,5.64E-05,-0.011897199,0.000958409,-0.016061287,-0.019105162,0.009504092,-0.010028966,-0.009251139,-0.003319375,-0.004168082,-0.011120993,-0.082300308,-0.1281088,-0.127718711,-0.157055617,-0.246924651,-0.133932153,-0.083903133,-0.119358847
5,2,200,10,10,Elliptical,fiteu,1,NA,0.054962191,0.213512878,0.165604896,0.373,0.069,0.037,0.015066754,0.018595738,0.28499624,0.225173174,0.208391471,0.263066284,0.452196277,0.201666635,0.272039941,0.193936266,0.000750753,5.64E-05,-0.011897199,0.000958409,-0.016061287,-0.019105162,0.009504092,-0.010028966,-0.009251139,-0.003319375,-0.017870915,-0.025222789,-0.133991062,-0.200353205,-0.200104402,-0.222537929,-0.297003786,-0.198674236,-0.169060173,-0.191230464
5,2,200,10,10,Elliptical,fitos,1,NA,0.054962191,0.213512878,0.034772187,0.373,0.071,0.029,0.015066754,0.018595738,0.28499624,0.225173174,0.208391471,0.263066284,0.452196277,0.201666635,0.272039941,0.193936266,0.000750753,5.64E-05,-0.011897199,0.000958409,-0.016061287,-0.019105162,0.009504092,-0.010028966,-0.009251139,-0.003319375,0.022243795,0.016370849,0.008127735,0.006311757,0.004172777,-0.040111783,-0.157552848,-0.026138824,0.064492565,0.002198938
5,2,200,10,10,Skew,gammaN.model,1,0.81,0.068992255,0.293409458,0.153448988,0.202,0.044,0.022,0.015847303,0.017490863,0.388118242,0.366529396,0.348168012,0.365216447,0.430873412,0.343721229,0.336516167,0.321613506,-0.003786695,-0.001952239,-0.118225368,-0.111543962,-0.114049569,-0.114720151,-0.102640771,-0.098219005,-0.090635415,-0.088005089,-0.093119732,-0.013213569,-0.13857563,-0.219539601,-0.198753733,-0.160449072,-0.130413512,-0.202279452,-0.183995749,-0.194149829
5,2,200,10,10,Skew,gammaN.s,1,0.75,0.058537905,0.3055243,0.156725621,0.082,0.037,0.024,0.016028347,0.017705314,0.403382483,0.381351098,0.363430346,0.3850696,0.437112665,0.357920878,0.359054843,0.334187429,-0.003800292,-0.001856162,-0.148649706,-0.142987942,-0.145006927,-0.144104795,-0.127316455,-0.121827976,-0.122666637,-0.112753451,-0.108831924,-0.031856185,-0.128969621,-0.216191567,-0.19607821,-0.16660246,-0.120023,-0.207178748,-0.196915002,-0.19460949
5,2,200,10,10,Skew,ridgeI,1,0.99,3.76568183,0.350505457,0.163104581,1,0.064,0.044,0.017083316,0.018270917,0.46578135,0.441751291,0.443337842,0.452268583,0.47204715,0.408118191,0.403149401,0.383246531,-0.007707579,-0.00600625,-0.216326259,-0.220933329,-0.224597284,-0.22822838,-0.183745578,-0.195852845,-0.195547947,-0.18704856,-0.119519863,-0.04613889,-0.15787026,-0.198527749,-0.221398465,-0.15216355,-0.139962875,-0.211389458,-0.187388257,-0.196686439
