p,m,n,q,df,distribution,method,convergence,a,F,average RMSE,avereage SE BIAS,T,T_SB,T_MVA,RMSE.alpha1,RMSE.alpha2,RMSE.psi11,RMSE.psi22,RMSE.psi33,RMSE.psi44,RMSE.psi55,RMSE.psi66,RMSE.psi77,RMSE.psi88,RMSE.psi99,RMSE.psi1010,RMSE.phi11,RMSE.phi12,RMSE.phi22,BIAS.alpha1,BIAS.alpha2,BIAS.psi11,BIAS.psi22,BIAS.psi33,BIAS.psi44,BIAS.psi55,BIAS.psi66,BIAS.psi77,BIAS.psi88,BIAS.psi99,BIAS.psi1010,BIAS.phi11,BIAS.phi12,BIAS.phi22,SE BIAS.alpha1,SE BIAS.alpha2,SE BIAS.psi11,SE BIAS.psi22,SE BIAS.psi33,SE BIAS.psi44,SE BIAS.psi55,SE BIAS.psi66,SE BIAS.psi77,SE BIAS.psi88,SE BIAS.psi99,SE BIAS.psi1010,SE BIAS.phi11,SE BIAS.phi12,SE BIAS.phi22
10,2,200,15,50,Skew,ridgeD,1,0.01,0.074545878,0.491048742,0.199791998,0,0.191,0.062,0.017544243,0.019537474,0.4419492,0.396417666,0.399940392,0.42211991,0.462257773,0.546998835,0.669596424,0.761972066,0.877929734,0.977508881,0.457895889,0.465051031,0.449011605,-0.009210514,-0.009121323,-0.235324538,-0.214935393,-0.217750146,-0.215771974,-0.197708622,-0.195032798,-0.190308285,-0.186794795,-0.174138436,-0.109748093,-0.246454723,-0.248153468,-0.239891076,-0.192549232,-0.156740677,-0.211589664,-0.192317399,-0.192890469,-0.177662062,-0.183069037,-0.184649484,-0.195486118,-0.139612046,-0.134591568,-0.133908713,-0.275927067,-0.301396512,-0.324489923
10,2,200,15,50,Skew,gls.model,1,1,0.458130428,0.40477972,0.282920631,0.714,0.041,0.001,0.015641219,0.017744284,0.651983863,0.426503132,0.426330496,0.473447682,0.465858356,0.415525612,0.440624594,0.615167188,0.488363329,0.436377,0.443785893,0.400600559,0.353742599,-0.001300316,0.000182124,-0.003450846,0.003445187,-0.001882375,0.008463552,0.009049768,-0.016842331,-0.019303746,0.024439076,-0.032153194,-0.01532467,0.003083373,0.010163561,-0.000511182,-0.068406943,-0.009934015,-0.785057117,-0.705167759,-0.725236832,-0.763397943,-0.764083599,-0.733614337,-0.741622887,-0.806080862,-0.729165432,-0.660434086,-0.756462827,-0.603175475,-0.713670263
10,2,200,15,50,Skew,gls.s,1,1,0.383427082,0.377735399,0.216168978,0.63,0.021,0,0.015546797,0.018013539,0.541803541,0.408016494,0.43788794,0.41684318,0.451243939,0.434326187,0.430773759,0.434320414,0.479361507,0.429707868,0.403709942,0.394124468,0.370351417,-0.001148967,0.000326033,-0.151212948,-0.15357561,-0.146428231,-0.156066411,-0.145976375,-0.163506174,-0.170870106,-0.138479231,-0.172526218,-0.154543919,-0.137873864,-0.137547443,-0.140499884,-0.099305063,-0.06287692,-0.702292014,-0.62435682,-0.685437652,-0.672486125,-0.714345689,-0.691289643,-0.673422088,-0.678821905,-0.66865249,-0.587560742,-0.686553706,-0.5230504,-0.672794509
10,2,200,15,50,Skew,ls,1,1,23053.91875,0.986577419,0.99313403,1,0.193,0.015,0.015519071,0.01771933,0.734326863,0.754528354,0.846994995,1.037728853,1.233838716,1.421489206,1.700317495,1.931083903,1.923463041,1.975856931,0.449226422,0.402328076,0.354240033,4.80E-05,0.00020871,-0.027966671,0.046911985,-0.007921848,-0.012115732,0.0065326,-0.0298342,0.052214384,-0.001461334,-0.123340854,0.057003352,0.00070557,0.011040505,-0.000594904,-0.946334256,-0.97799145,-0.995456887,-0.996130214,-0.996496842,-0.997181183,-0.997690411,-0.997919694,-0.998384239,-0.998473484,-0.998185505,-0.998447897,-0.999126406,-0.99934433,-0.999847649
10,2,200,15,50,Skew,wls,1,0,0.366421779,0.832017779,0.375301983,0.615,0.615,0.615,0.02529081,0.026274634,1.014550032,1.023031174,0.974944331,0.994972092,1.005571865,1.003466162,1.006948466,0.996913466,0.979285822,0.99009722,0.815814136,0.768818217,0.854288253,-0.019398944,-0.018463883,-0.489250053,-0.492550178,-0.482535213,-0.48898376,-0.490468534,-0.49088264,-0.491642015,-0.488682196,-0.482028006,-0.480552908,-0.4236366,-0.408999759,-0.438706976,-0.375961234,-0.356754302,-0.337689182,-0.372411443,-0.356356595,-0.355961383,-0.407189631,-0.388937446,-0.383279791,-0.324471386,-0.346925999,-0.360737017,-0.427694632,-0.400597673,-0.434562035
10,2,200,15,50,Skew,fites,1,NA,0.054962191,0.405429193,0.287988761,0.741,0.055,0.001,0.015632009,0.017742714,0.651879072,0.426859817,0.427821773,0.474916318,0.466318812,0.416359165,0.441929217,0.616977405,0.489135867,0.43767054,0.443967643,0.400460048,0.353767488,-0.001286342,0.000182726,0.001024027,0.008513809,0.003709663,0.013955557,0.014087622,-0.011307661,-0.014344159,0.029775211,-0.026857951,-0.010105055,0.002644642,0.01042555,-0.000566401,-0.07027635,-0.012323893,-0.493661579,-0.258331852,-0.282449913,-0.347918887,-0.347679736,-0.285610285,-0.319134228,-0.47810774,-0.356338819,-0.249980065,-0.320577387,-0.265891799,-0.231548881
10,2,200,15,50,Skew,fiteu,1,NA,0.054962191,0.405429193,0.396777692,0.741,0.175,0.015,0.015632009,0.017742714,0.651879072,0.426859817,0.427821773,0.474916318,0.466318812,0.416359165,0.441929217,0.616977405,0.489135867,0.43767054,0.443967643,0.400460048,0.353767488,-0.001286342,0.000182726,0.001024027,0.008513809,0.003709663,0.013955557,0.014087622,-0.011307661,-0.014344159,0.029775211,-0.026857951,-0.010105055,0.002644642,0.01042555,-0.000566401,-0.105743052,-0.05092331,-0.583781997,-0.393398315,-0.399288326,-0.478091146,-0.465691726,-0.404581138,-0.452254479,-0.585318904,-0.458602543,-0.370896983,-0.44567397,-0.39404431,-0.363375177
10,2,200,15,50,Skew,fitos,1,NA,0.054962191,0.405429193,0.076022423,0.741,0.053,0.013,0.015632009,0.017742714,0.651879072,0.426859817,0.427821773,0.474916318,0.466318812,0.416359165,0.441929217,0.616977405,0.489135867,0.43767054,0.443967643,0.400460048,0.353767488,-0.001286342,0.000182726,0.001024027,0.008513809,0.003709663,0.013955557,0.014087622,-0.011307661,-0.014344159,0.029775211,-0.026857951,-0.010105055,0.002644642,0.01042555,-0.000566401,-0.000324012,0.067221169,-0.243094075,0.019503961,-0.061602597,-0.107321193,-0.116327196,-0.026510089,-0.042710027,-0.162335492,-0.158259934,-0.033212517,-0.091891615,-0.006040514,-0.003981951
10,2,300,15,50,Norm,gammaN.model,1,1,0.167616637,0.091054341,0.020723145,0.043,0.043,0.028,0.011855104,0.013829852,0.115593758,0.103823693,0.104387415,0.095076142,0.092707647,0.093620561,0.093847061,0.101310286,0.107134378,0.12499326,0.090110445,0.135008217,0.0825173,0.000514673,-0.000244114,-0.003858198,-0.007131096,-0.006274728,-0.0069024,0.000965592,-0.006507076,-0.004194034,0.000160293,-0.005883025,-0.004705294,-0.002979353,-0.008064519,-0.008257209,0.01398268,0.04637331,0.015691864,0.012828064,-0.069437209,-0.024559351,-0.023292993,-0.025341051,9.99E-05,-0.019628599,0.02105722,-0.005246812,-0.013731962,-0.011831997,0.00774414
10,2,300,15,50,Norm,gammaN.s,1,0.99,0.166688062,0.110625988,0.035701181,0.052,0.057,0.037,0.012105625,0.014077501,0.133967549,0.128520646,0.126288155,0.12207827,0.115752822,0.119195735,0.117941611,0.12272621,0.129394744,0.141781127,0.110514649,0.157676651,0.107368533,0.000548347,-0.000172886,-0.056573154,-0.062556603,-0.062181719,-0.06358644,-0.058431257,-0.0635597,-0.060629557,-0.056324484,-0.060872063,-0.056427287,-0.052461862,-0.060741593,-0.060047592,-0.021430823,0.01226141,-0.000737425,-0.021033884,-0.077215249,-0.069923762,-0.052927178,-0.05091336,-0.028459223,-0.052493741,-0.003219233,-0.013126576,-0.053743511,-0.05630082,-0.021731527
10,2,300,15,50,Norm,ridgeI,1,0.99,15.51763067,0.112579054,0.173338989,1,0.271,0.243,0.01259184,0.014903152,0.136148274,0.128310648,0.128498398,0.121622535,0.117229731,0.120050299,0.116745323,0.123483896,0.128870443,0.144462677,0.116007674,0.16813868,0.11162224,0.000469583,-0.000222588,-0.047943358,-0.053981725,-0.054791807,-0.05681156,-0.051409065,-0.055259864,-0.052803704,-0.049204378,-0.053251159,-0.048187492,-0.051186861,-0.062114727,-0.059759322,-0.129189256,-0.113505062,-0.149726528,-0.161071151,-0.223725582,-0.198113197,-0.201148531,-0.205010532,-0.160641055,-0.187108509,-0.135799317,-0.157460392,-0.203696098,-0.205487292,-0.168402332
10,2,300,15,50,Norm,ridgeD,1,0,0.21143301,0.119916614,0.220174515,0.352,0.352,0.352,0.013097305,0.015532006,0.146721608,0.137911032,0.139093704,0.131248463,0.127042663,0.129883465,0.126627401,0.132938288,0.137707775,0.153382707,0.119541015,0.17335856,0.114663218,0.00044868,-0.000199617,-0.056188021,-0.062195162,-0.063579533,-0.065078211,-0.05973216,-0.063003704,-0.060395154,-0.057175284,-0.059448166,-0.054046843,-0.052010483,-0.062526079,-0.060745592,-0.173344833,-0.160405206,-0.204970278,-0.209301532,-0.271763219,-0.244188651,-0.250579049,-0.255746335,-0.217051424,-0.23530482,-0.188651046,-0.207038086,-0.239096998,-0.241974795,-0.203201447
10,2,300,15,50,Norm,gls.model,1,1,0.167616637,0.091054341,0.022842663,0.043,0.043,0.028,0.011855104,0.013829852,0.115593758,0.103823693,0.104387415,0.095076142,0.092707647,0.093620561,0.093847061,0.101310286,0.107134378,0.12499326,0.090110445,0.135008217,0.0825173,0.000514673,-0.000244114,-0.003858198,-0.007131096,-0.006274728,-0.0069024,0.000965592,-0.006507076,-0.004194034,0.000160293,-0.005883025,-0.004705294,-0.002979353,-0.008064519,-0.008257209,0.01398268,0.04637331,0.015691864,0.012828064,-0.069437209,-0.024559351,-0.023292993,-0.025341051,9.99E-05,-0.019628599,0.02105722,-0.005246812,-0.013731962,-0.011831997,0.00774414
10,2,300,15,50,Norm,gls.s,1,1,0.166675586,0.110627248,0.034088817,0.051,0.055,0.037,0.012106554,0.014076657,0.13396913,0.128529378,0.126255212,0.122086762,0.11572571,0.11917617,0.117953372,0.122748614,0.129433531,0.141807283,0.110512482,0.157658973,0.107368889,0.000549242,-0.000171999,-0.056588215,-0.062562403,-0.062173568,-0.063590771,-0.058416816,-0.063565187,-0.060633637,-0.0563209,-0.060886877,-0.056449951,-0.052463997,-0.060720363,-0.060041098,-0.019890054,0.013984532,0.009286687,-0.014689733,-0.069347643,-0.059847822,-0.043188363,-0.041696727,-0.020762407,-0.04483027,0.005328218,-0.005403069,-0.046854495,-0.047522139,-0.015341558
10,2,300,15,50,Norm,ls,1,1,5593.210777,0.436404804,0.990838109,1,0.212,0.045,0.011847427,0.013832193,0.216264525,0.271596999,0.377827536,0.469707775,0.610621462,0.674123941,0.773937013,0.900372509,0.904004581,1.013173681,0.091425303,0.134775811,0.082561307,0.000518953,-0.000247946,-0.004937653,0.001367357,-0.004105868,0.000904203,-0.022643578,0.00722597,0.006725434,-0.06289316,0.042129991,-0.0032877,-0.003331945,-0.007877714,-0.008301087,-0.942622732,-0.976986819,-0.987712595,-0.990846577,-0.9936177,-0.994985843,-0.996076318,-0.996553614,-0.996974362,-0.997145982,-0.997354921,-0.997382239,-0.9964816,-0.998370542,-0.999459792
10,2,300,15,50,Norm,wls,1,0,0.21143301,0.119916614,0.220174515,0.352,0.352,0.352,0.013097305,0.015532006,0.146721608,0.137911032,0.139093704,0.131248463,0.127042663,0.129883465,0.126627401,0.132938288,0.137707775,0.153382707,0.119541015,0.17335856,0.114663218,0.00044868,-0.000199617,-0.056188021,-0.062195162,-0.063579533,-0.065078211,-0.05973216,-0.063003704,-0.060395154,-0.057175284,-0.059448166,-0.054046843,-0.052010483,-0.062526079,-0.060745592,-0.173344833,-0.160405206,-0.204970278,-0.209301532,-0.271763219,-0.244188651,-0.250579049,-0.255746335,-0.217051424,-0.23530482,-0.188651046,-0.207038086,-0.239096998,-0.241974795,-0.203201447
10,2,300,15,50,Norm,fites,1,NA,0.054962191,0.090901242,0.023391243,0.055,0.066,0.04,0.011855665,0.013829363,0.115779128,0.103409021,0.103881805,0.095007612,0.092698352,0.093126656,0.093605043,0.101086076,0.106749991,0.124837451,0.090150013,0.134974985,0.082527469,0.000516244,-0.000244496,-0.000527419,-0.003864228,-0.002906699,-0.003522701,0.004159601,-0.003158654,-0.000851709,0.003404328,-0.002510649,-0.001482361,-0.003255789,-0.007881645,-0.008299363,0.012250947,0.044664544,-4.00E-05,0.004762124,-0.07577535,-0.039630853,-0.034084961,-0.033918298,-0.008939486,-0.026732779,0.011067464,-0.017095711,-0.020970327,-0.02041571,0.000520091
10,2,300,15,50,Norm,fiteu,1,NA,0.054962191,0.090901242,0.041622486,0.055,0.061,0.041,0.011855665,0.013829363,0.115779128,0.103409021,0.103881805,0.095007612,0.092698352,0.093126656,0.093605043,0.101086076,0.106749991,0.124837451,0.090150013,0.134974985,0.082527469,0.000516244,-0.000244496,-0.000527419,-0.003864228,-0.002906699,-0.003522701,0.004159601,-0.003158654,-0.000851709,0.003404328,-0.002510649,-0.001482361,-0.003255789,-0.007881645,-0.008299363,-0.000866554,0.030553737,-0.023521962,-0.020197801,-0.101145335,-0.065571577,-0.062468165,-0.060874319,-0.0361852,-0.053640415,-0.014679607,-0.039143392,-0.04453965,-0.046004078,-0.024945498
10,2,300,15,50,Norm,fitos,1,NA,0.054962191,0.090901242,0.054851053,0.055,0.043,0.019,0.011855665,0.013829363,0.115779128,0.103409021,0.103881805,0.095007612,0.092698352,0.093126656,0.093605043,0.101086076,0.106749991,0.124837451,0.090150013,0.134974985,0.082527469,0.000516244,-0.000244496,-0.000527419,-0.003864228,-0.002906699,-0.003522701,0.004159601,-0.003158654,-0.000851709,0.003404328,-0.002510649,-0.001482361,-0.003255789,-0.007881645,-0.008299363,0.025877195,0.058422762,0.071687416,0.081850281,-0.001357649,0.039704137,0.051441518,0.047235105,0.072766985,0.051975153,0.08919294,0.0523961,0.048192159,0.053763722,0.076902677
10,2,300,15,50,Elliptical,gammaN.model,1,0.98,0.304988957,0.137888949,0.054659053,0.854,0.047,0.006,0.011540036,0.013734087,0.175910957,0.160477066,0.150936248,0.145554906,0.143631104,0.144641627,0.149465956,0.148961324,0.166250616,0.187663112,0.137743441,0.195864877,0.135958879,0.000370572,-0.000359357,-0.037421083,-0.040652427,-0.04628564,-0.043719272,-0.035267973,-0.040183484,-0.038907868,-0.036208435,-0.044758404,-0.044709351,-0.036569143,-0.046410567,-0.044126013,0.008048311,0.018929056,-0.068102996,-0.059484687,-0.050291906,-0.056685595,-0.075335192,-0.059886291,-0.08813917,-0.036876288,-0.065090889,-0.078189643,-0.045688184,-0.042278737,-0.066858845
10,2,300,15,50,Elliptical,gammaN.s,1,1,0.293565824,0.183063301,0.283581968,0.832,0.038,0.007,0.011841813,0.014118004,0.222303314,0.211889277,0.205385564,0.209422722,0.198517002,0.19879765,0.201046604,0.204116512,0.221972333,0.233517652,0.182073932,0.242495208,0.188451929,0.000458417,-0.000361954,-0.113366715,-0.11887639,-0.125455646,-0.125736345,-0.117464735,-0.121266382,-0.119448631,-0.116563321,-0.123606608,-0.117468148,-0.106236218,-0.119902243,-0.115137445,-0.016411688,-0.007479059,-0.316549252,-0.319249662,-0.29962842,-0.354461911,-0.346283714,-0.324054488,-0.330191527,-0.323023128,-0.32331275,-0.314332134,-0.32205795,-0.29653886,-0.360154981
10,2,300,15,50,Elliptical,ridgeI,1,0.99,15.31993664,0.314413958,0.198741228,1,0.233,0.208,0.011251653,0.013303761,0.360894166,0.35744401,0.358428184,0.369551698,0.356067454,0.356324785,0.353371001,0.35380285,0.360775165,0.365313424,0.346580467,0.390216376,0.362884377,0.000482104,-0.000269911,-0.241287319,-0.243756012,-0.248148216,-0.255443105,-0.245824982,-0.248873612,-0.246066072,-0.243816315,-0.246295824,-0.240492072,-0.241944046,-0.253209861,-0.25368766,-0.128599019,-0.113807305,-0.20990898,-0.214805071,-0.195263364,-0.213224333,-0.260253288,-0.185724808,-0.193805749,-0.206479439,-0.179615448,-0.226211469,-0.220008491,-0.210532633,-0.222879016
10,2,300,15,50,Elliptical,ridgeD,1,0.01,0.060734641,0.276006398,0.128404614,0,0.133,0.056,0.011304144,0.01345909,0.238987894,0.219086,0.213335524,0.215060832,0.235112027,0.276675187,0.343987306,0.428214609,0.521359495,0.649000075,0.227748266,0.305612888,0.241152632,0.000466165,-0.00042565,-0.13631686,-0.131154174,-0.132544242,-0.129493781,-0.119770005,-0.118413262,-0.111817902,-0.114972656,-0.111313032,-0.096343371,-0.156118297,-0.189817736,-0.168176436,-0.057840747,-0.050148588,-0.107051023,-0.108671596,-0.119958469,-0.121675683,-0.153698791,-0.124787647,-0.139957228,-0.123483514,-0.116830867,-0.154436952,-0.165013941,-0.17088407,-0.211630097
10,2,300,15,50,Elliptical,gls.model,1,1,0.350980894,0.158489867,0.111531857,0.873,0.048,0.005,0.011899956,0.014119332,0.189967217,0.183086953,0.161309764,0.171870848,0.181523811,0.192969617,0.16368409,0.166492757,0.188648729,0.213858632,0.154325403,0.228089986,0.155500904,0.000300553,-0.000453099,-0.005597087,-0.008387302,-0.015173278,-0.009882588,0.003205805,-0.000481304,-0.007186221,-0.002321678,-0.013493756,-0.012188941,-0.004138701,-0.014853598,-0.009316218,0.006960594,0.022858241,-0.384178312,-0.427880857,-0.396390743,-0.461568786,-0.501937859,-0.529367738,-0.427609182,-0.404899462,-0.420311343,-0.419094421,-0.424823782,-0.412594268,-0.467091719
10,2,300,15,50,Elliptical,gls.s,1,1,0.293565824,0.183063301,0.079704219,0.832,0.038,0.007,0.011841813,0.014118004,0.222303314,0.211889277,0.205385564,0.209422722,0.198517002,0.19879765,0.201046604,0.204116512,0.221972333,0.233517652,0.182073932,0.242495208,0.188451929,0.000458417,-0.000361954,-0.113366715,-0.11887639,-0.125455646,-0.125736345,-0.117464735,-0.121266382,-0.119448631,-0.116563321,-0.123606608,-0.117468148,-0.106236218,-0.119902243,-0.115137445,-0.016411688,-0.007479059,-0.316549252,-0.319249662,-0.29962842,-0.354461911,-0.346283714,-0.324054488,-0.330191527,-0.323023128,-0.32331275,-0.314332134,-0.32205795,-0.29653886,-0.360154981
10,2,300,15,50,Elliptical,ls,1,1,15767.53691,0.728135523,0.992389836,1,0.208,0.021,0.011892018,0.014133281,0.341168861,0.442349377,0.634680477,0.786840803,1.127440353,1.214444075,1.26278312,1.411045817,1.463563841,1.670772272,0.155897729,0.229190273,0.155830547,0.000313981,-0.000459635,0.002418211,0.002470712,0.004020375,-0.038185903,-0.014653118,-0.034613032,-0.016420088,0.008390332,0.056408973,-0.029406152,-0.004349188,-0.01479162,-0.009375401,-0.942861077,-0.977463999,-0.992270099,-0.994386082,-0.996231495,-0.996881161,-0.997893502,-0.998003284,-0.998101909,-0.998312297,-0.998388828,-0.998369585,-0.997935118,-0.999034672,-0.999714429
10,2,300,15,50,Elliptical,wls,1,0,0.210963645,0.354101207,0.242335748,0.343,0.343,0.343,0.011762375,0.013792232,0.409997288,0.408254653,0.410204141,0.423506861,0.407624089,0.405558375,0.40325239,0.402571375,0.408727833,0.410967741,0.377925862,0.421505435,0.395867453,0.000422439,-0.000306213,-0.268652182,-0.271756263,-0.276042426,-0.283883308,-0.274619365,-0.275582212,-0.273319152,-0.270870864,-0.272194478,-0.266454538,-0.259670176,-0.270930577,-0.271878299,-0.182615847,-0.161852156,-0.255408651,-0.262435363,-0.250325249,-0.268682588,-0.291809673,-0.23537424,-0.243823487,-0.249720879,-0.235123655,-0.263146068,-0.251895922,-0.233869617,-0.248952822
10,2,300,15,50,Elliptical,fites,1,NA,0.054962191,0.158417211,0.114459678,0.881,0.046,0.005,0.01189921,0.014118965,0.190130014,0.182567544,0.160771816,0.171575959,0.181719922,0.192678071,0.163705808,0.166421354,0.188605453,0.214132781,0.154358668,0.228056059,0.155516535,0.000302191,-0.000453452,-0.002250315,-0.004988083,-0.012022295,-0.00650976,0.006568494,0.002808953,-0.00371748,0.000832458,-0.010200392,-0.00874703,-0.004410566,-0.01469009,-0.009352057,0.005351331,0.021181602,-0.088002942,-0.124610352,-0.073147019,-0.156556263,-0.196431463,-0.2324992,-0.122244337,-0.08394716,-0.132738174,-0.142005923,-0.093573474,-0.110328552,-0.13427738
10,2,300,15,50,Elliptical,fiteu,1,NA,0.054962191,0.158417211,0.250877072,0.881,0.183,0.024,0.01189921,0.014118965,0.190130014,0.182567544,0.160771816,0.171575959,0.181719922,0.192678071,0.163705808,0.166421354,0.188605453,0.214132781,0.154358668,0.228056059,0.155516535,0.000302191,-0.000453452,-0.002250315,-0.004988083,-0.012022295,-0.00650976,0.006568494,0.002808953,-0.00371748,0.000832458,-0.010200392,-0.00874703,-0.004410566,-0.01469009,-0.009352057,-0.023053249,-0.00892557,-0.230582301,-0.274041528,-0.236157644,-0.319705988,-0.36654291,-0.398660016,-0.278460329,-0.245102302,-0.277848341,-0.277177785,-0.253597741,-0.269967615,-0.303332766
10,2,300,15,50,Elliptical,fitos,1,NA,0.054962191,0.158417211,0.202269719,0.881,0.007,0,0.01189921,0.014118965,0.190130014,0.182567544,0.160771816,0.171575959,0.181719922,0.192678071,0.163705808,0.166421354,0.188605453,0.214132781,0.154358668,0.228056059,0.155516535,0.000302191,-0.000453452,-0.002250315,-0.004988083,-0.012022295,-0.00650976,0.006568494,0.002808953,-0.00371748,0.000832458,-0.010200392,-0.00874703,-0.004410566,-0.01469009,-0.009352057,0.07096056,0.095547745,0.209371285,0.224425642,0.272903118,0.244364503,0.191839269,0.187121234,0.20737846,0.264411496,0.181992358,0.163903916,0.241097016,0.242007504,0.236721679
10,2,300,15,50,Skew,gammaN.model,1,0.95,0.260027488,0.250846729,0.14684259,0.702,0.038,0.001,0.012435371,0.01408055,0.300915172,0.293744086,0.285463475,0.297685777,0.279869037,0.297850709,0.280662624,0.295017157,0.298016504,0.305051902,0.277812013,0.26491797,0.25917859,-0.002459995,-0.001749168,-0.090081589,-0.089712839,-0.088303679,-0.09399497,-0.091145753,-0.094347896,-0.09467238,-0.091299512,-0.105589827,-0.086812881,-0.081616184,-0.07630094,-0.079241568,-0.086612857,-0.037060618,-0.151417161,-0.154773958,-0.142773934,-0.195324657,-0.150188287,-0.197577451,-0.138173242,-0.172729713,-0.14221217,-0.141577396,-0.168831906,-0.154770287,-0.168615213
10,2,300,15,50,Skew,gammaN.s,1,0.97,0.239420036,0.285250678,0.148018349,0.602,0.042,0.003,0.012421121,0.01422741,0.339677794,0.335084643,0.324742879,0.340207344,0.31798236,0.339486498,0.32215559,0.34089446,0.339153324,0.342650934,0.313234055,0.303414936,0.29342682,-0.001432722,-0.000629547,-0.141630358,-0.138011499,-0.134433249,-0.143541192,-0.140294614,-0.144933386,-0.14479208,-0.138590341,-0.155285724,-0.133637201,-0.124411964,-0.123834709,-0.125059978,-0.088588897,-0.044112699,-0.139593225,-0.157804592,-0.145097343,-0.197222337,-0.135997975,-0.19276332,-0.135576167,-0.189317903,-0.134386509,-0.14316896,-0.180451965,-0.164439173,-0.171754164
10,2,300,15,50,Skew,ridgeI,1,0.99,14.02662921,0.496613151,0.239437836,1,0.184,0.144,0.017514727,0.01914902,0.556754135,0.558400401,0.574978267,0.591515665,0.584838403,0.594688079,0.581263127,0.574750102,0.585859246,0.554338879,0.560805873,0.537857064,0.556484285,-0.012770909,-0.012900929,-0.32878211,-0.331787997,-0.33911326,-0.350038319,-0.347922585,-0.34903141,-0.344902508,-0.339977923,-0.342089377,-0.326873896,-0.330053308,-0.322980948,-0.333135968,-0.21734363,-0.207032281,-0.213446837,-0.224364136,-0.254464269,-0.219468045,-0.22623266,-0.268993381,-0.234702385,-0.234491091,-0.252144041,-0.20278729,-0.294975873,-0.255924032,-0.285197591
10,2,300,15,50,Skew,ridgeD,1,0.01,0.049138253,0.396184369,0.161512998,0,0.174,0.062,0.014024117,0.015685652,0.336278265,0.316928192,0.309459361,0.343706955,0.362528047,0.433537321,0.50626902,0.596914397,0.717361708,0.887944094,0.374023659,0.373751615,0.354353128,-0.00695248,-0.007044639,-0.190303764,-0.166882907,-0.171031761,-0.179483969,-0.156717169,-0.152844832,-0.1492802,-0.129914845,-0.11307231,-0.127629272,-0.199683157,-0.206368316,-0.197912332,-0.152530061,-0.111695851,-0.099520831,-0.190467404,-0.144305571,-0.164310021,-0.142436719,-0.138879022,-0.108968707,-0.109301199,-0.130455481,-0.137835636,-0.272053926,-0.261951251,-0.257983285
10,2,300,15,50,Skew,gls.model,1,1,0.315428099,0.302370519,0.209348571,0.784,0.033,0.001,0.012752926,0.014409383,0.348899112,0.391988008,0.337793292,0.339925696,0.382364551,0.368517477,0.354133405,0.390612111,0.319759716,0.359415558,0.32547426,0.305361687,0.284150609,-0.00045406,0.000325176,-0.009631151,0.000743422,-0.003142645,-0.011642654,0.009231441,-0.004709424,-0.010220744,6.08E-05,-0.029168457,-0.009962626,0.001674824,0.006790253,0.00099519,-0.065487755,-2.67E-05,-0.669022152,-0.736380455,-0.715805136,-0.729541174,-0.764829749,-0.754701649,-0.737170824,-0.748563804,-0.66001935,-0.660932843,-0.728481055,-0.571696933,-0.709098293
10,2,300,15,50,Skew,gls.s,1,1,0.276217788,0.290946595,0.159148725,0.732,0.04,0.003,0.012569606,0.014396158,0.347862071,0.34628631,0.336493792,0.346668946,0.324496733,0.342382637,0.324437523,0.357602377,0.336524614,0.353193499,0.320963195,0.307205047,0.293116417,-0.000424517,0.000395486,-0.116983832,-0.110206832,-0.107934434,-0.118102644,-0.109896948,-0.118703594,-0.119117684,-0.110808436,-0.13194787,-0.11035577,-0.096787453,-0.09760079,-0.099695483,-0.076817839,-0.026245798,-0.617949968,-0.659996101,-0.676481504,-0.695714702,-0.681247555,-0.694930294,-0.665352434,-0.688878025,-0.617496839,-0.6101768,-0.692616513,-0.519446832,-0.679515385
10,2,300,15,50,Skew,ls,1,1,13470.4859,0.754364041,0.992915389,1,0.206,0.009,0.012758486,0.014402304,0.434124256,0.535940974,0.60143436,0.843773535,0.99193262,1.059673833,1.272788225,1.454155833,1.420274846,1.75598625,0.326848134,0.306909457,0.284457509,0.000446797,0.000344929,0.001417621,0.010881456,-0.019996739,-0.047838145,-0.010469956,0.01458497,-0.062723794,0.07270672,0.044733504,-0.070918088,0.000663945,0.006450546,0.001210092,-0.946734539,-0.977908107,-0.993919288,-0.995404139,-0.995923453,-0.997060645,-0.997615927,-0.997823367,-0.998021232,-0.998458873,-0.998321521,-0.998378126,-0.999020424,-0.999295701,-0.999845498
10,2,300,15,50,Skew,wls,1,0,0.214058903,0.59692295,0.280980879,0.354,0.354,0.354,0.019216889,0.019848384,0.714094711,0.69445136,0.702785343,0.713686386,0.704807107,0.725586563,0.696419484,0.711473239,0.716906237,0.715345375,0.617622149,0.593111214,0.608489811,-0.014603093,-0.013214556,-0.3995292,-0.394762336,-0.398629387,-0.404821743,-0.40224459,-0.410049149,-0.398564815,-0.40217161,-0.403318833,-0.399263244,-0.353665058,-0.346386858,-0.354877268,-0.265655382,-0.262976554,-0.25739973,-0.266797774,-0.298348816,-0.272165894,-0.28271869,-0.258409215,-0.275999276,-0.281544377,-0.254480071,-0.250093787,-0.346399104,-0.311527187,-0.330197329
