p,m,n,q,df,distribution,method,convergence,a,F,average RMSE,avereage SE BIAS,T,T_SB,T_MVA,RMSE.alpha1,RMSE.alpha2,RMSE.psi11,RMSE.psi22,RMSE.psi33,RMSE.psi44,RMSE.psi55,RMSE.psi66,RMSE.psi77,RMSE.psi88,RMSE.psi99,RMSE.psi1010,RMSE.phi11,RMSE.phi12,RMSE.phi22,BIAS.alpha1,BIAS.alpha2,BIAS.psi11,BIAS.psi22,BIAS.psi33,BIAS.psi44,BIAS.psi55,BIAS.psi66,BIAS.psi77,BIAS.psi88,BIAS.psi99,BIAS.psi1010,BIAS.phi11,BIAS.phi12,BIAS.phi22,SE BIAS.alpha1,SE BIAS.alpha2,SE BIAS.psi11,SE BIAS.psi22,SE BIAS.psi33,SE BIAS.psi44,SE BIAS.psi55,SE BIAS.psi66,SE BIAS.psi77,SE BIAS.psi88,SE BIAS.psi99,SE BIAS.psi1010,SE BIAS.phi11,SE BIAS.phi12,SE BIAS.phi22
10,2,1000,15,50,Norm,ridgeI,1,0.99,4.16936146,0.053466099,0.056562773,1,0.095,0.083,0.006703242,0.007856881,0.065533471,0.061286472,0.057735601,0.056142743,0.054219023,0.054080214,0.054579651,0.060951943,0.065181371,0.072670274,0.054833062,0.079493338,0.050724204,-0.000100616,-0.00020211,-0.015808339,-0.019340819,-0.016933604,-0.018547938,-0.014003993,-0.018427521,-0.015925474,-0.015774481,-0.016839433,-0.016202942,-0.017047665,-0.019104885,-0.018244762,-0.043536475,-0.015513239,-0.013535736,-0.031834133,-0.059245925,-0.065215309,-0.077427593,-0.041457529,-0.039497702,-0.097059349,-0.071900484,-0.062188967,-0.088221699,-0.07869898,-0.063108471
10,2,1000,15,50,Norm,ridgeD,1,0,0.053705343,0.054518566,0.070604991,0.108,0.108,0.108,0.006750861,0.007915346,0.066794149,0.062635424,0.059158242,0.057920133,0.05549478,0.055911675,0.055974723,0.062387244,0.066498894,0.074023581,0.055310805,0.07995143,0.051051204,-0.000100174,-0.000186566,-0.017249919,-0.0213283,-0.019017629,-0.020744619,-0.016053649,-0.020580854,-0.018027226,-0.017901299,-0.018635763,-0.017998992,-0.017289429,-0.019019002,-0.018233161,-0.053121149,-0.025845623,-0.030991361,-0.045903397,-0.074627308,-0.085137404,-0.091737653,-0.063402162,-0.05493754,-0.111723087,-0.086363231,-0.076812205,-0.098044189,-0.087451355,-0.072977207
10,2,1000,15,50,Norm,gls.model,1,1,0.050077033,0.049607631,0.019769915,0.049,0.049,0.043,0.006592318,0.007744245,0.061125789,0.057199376,0.053148477,0.051060294,0.050283073,0.048953289,0.050356433,0.057491025,0.061216678,0.068324187,0.050295291,0.074830576,0.045493412,-5.96E-05,-0.000190868,-0.002768193,-0.004287631,-0.001727601,-0.003361385,0.001746606,-0.002579959,-0.001157805,-0.000831441,-0.001456604,-0.001530303,-0.002962482,-0.004130281,-0.003045293,-0.001788173,0.025687721,0.053732022,0.007385388,-0.00089884,-0.006252009,-0.013498469,0.019165164,0.019646375,-0.053043609,-0.022897798,-0.003477602,-0.031459199,-0.025428341,-0.002807651
10,2,1000,15,50,Norm,gls.s,1,1,0.050079474,0.053003236,0.023897255,0.049,0.049,0.045,0.006619814,0.007768948,0.064370792,0.061502654,0.056902393,0.056452906,0.053773346,0.05341695,0.054278581,0.061037275,0.065404247,0.07152794,0.053721213,0.078248639,0.05002284,-4.99E-05,-0.000185237,-0.018383382,-0.021050616,-0.019075383,-0.020704274,-0.01573436,-0.019991312,-0.018256712,-0.017858416,-0.018904715,-0.017487069,-0.017654627,-0.019372736,-0.01861327,-0.009686323,0.018370309,0.053851913,0.006435771,0.001791715,-0.023756599,-0.025524705,0.018507775,0.015821226,-0.057074273,-0.034029813,-0.008844819,-0.032119394,-0.030759993,-0.01437294
10,2,1000,15,50,Norm,ls,1,1,1629.190436,0.235714974,0.990886135,1,0.178,0.036,0.006588317,0.007746242,0.113807233,0.153129844,0.201708182,0.260526213,0.307505134,0.357664705,0.411180847,0.452990133,0.520196633,0.571624822,0.050572682,0.075028334,0.045455291,-6.17E-05,-0.000191626,-0.00721489,-0.002685022,-0.001896488,0.007097366,-0.017449983,0.000616775,0.014776244,-0.002393502,-0.001243331,-0.010293677,-0.002822874,-0.004271565,-0.003015883,-0.943571717,-0.977516279,-0.987173847,-0.991080834,-0.993474239,-0.995082931,-0.995755981,-0.996423028,-0.996907287,-0.997092839,-0.99737866,-0.997443247,-0.996518891,-0.998404624,-0.999467625
10,2,1000,15,50,Norm,wls,1,0,0.053705343,0.054518566,0.070604991,0.108,0.108,0.108,0.006750861,0.007915346,0.066794149,0.062635424,0.059158242,0.057920133,0.05549478,0.055911675,0.055974723,0.062387244,0.066498894,0.074023581,0.055310805,0.07995143,0.051051204,-0.000100174,-0.000186566,-0.017249919,-0.0213283,-0.019017629,-0.020744619,-0.016053649,-0.020580854,-0.018027226,-0.017901299,-0.018635763,-0.017998992,-0.017289429,-0.019019002,-0.018233161,-0.053121149,-0.025845623,-0.030991361,-0.045903397,-0.074627308,-0.085137404,-0.091737653,-0.063402162,-0.05493754,-0.111723087,-0.086363231,-0.076812205,-0.098044189,-0.087451355,-0.072977207
10,2,1000,15,50,Norm,fites,1,NA,0.054962191,0.049586521,0.02000513,0.052,0.053,0.046,0.006591937,0.007744384,0.061098189,0.057141472,0.053072811,0.051003409,0.050350047,0.048902294,0.050297892,0.057344147,0.061232687,0.068397439,0.050303107,0.07482251,0.045495494,-5.96E-05,-0.000190821,-0.001864271,-0.003201914,-0.000770793,-0.002364182,0.002729946,-0.001520519,-9.33E-05,0.000216926,-0.000411829,-0.000550216,-0.003046938,-0.004076748,-0.003057747,-0.002229607,0.0251559,0.048247822,0.005095544,-0.001793278,-0.008411323,-0.018735171,0.016449171,0.017788581,-0.053073979,-0.026421478,-0.009430728,-0.034417262,-0.028412783,-0.00441432
10,2,1000,15,50,Norm,fiteu,1,NA,0.054962191,0.049586521,0.022732675,0.052,0.053,0.046,0.006591937,0.007744384,0.061098189,0.057141472,0.053072811,0.051003409,0.050350047,0.048902294,0.050297892,0.057344147,0.061232687,0.068397439,0.050303107,0.07482251,0.045495494,-5.96E-05,-0.000190821,-0.001864271,-0.003201914,-0.000770793,-0.002364182,0.002729946,-0.001520519,-9.33E-05,0.000216926,-0.000411829,-0.000550216,-0.003046938,-0.004076748,-0.003057747,-0.005973788,0.021114943,0.041199542,-0.002717477,-0.009614837,-0.016430785,-0.026988511,0.007954406,0.009546857,-0.060604122,-0.034043524,-0.016221798,-0.041204299,-0.035609951,-0.011765289
10,2,1000,15,50,Norm,fitos,1,NA,0.054962191,0.049586521,0.023058609,0.052,0.046,0.039,0.006591937,0.007744384,0.061098189,0.057141472,0.053072811,0.051003409,0.050350047,0.048902294,0.050297892,0.057344147,0.061232687,0.068397439,0.050303107,0.07482251,0.045495494,-5.96E-05,-0.000190821,-0.001864271,-0.003201914,-0.000770793,-0.002364182,0.002729946,-0.001520519,-9.33E-05,0.000216926,-0.000411829,-0.000550216,-0.003046938,-0.004076748,-0.003057747,0.001844859,0.02921906,0.070441293,0.028934362,0.022564042,0.016404105,0.006621211,0.04260339,0.043217948,-0.030010999,-0.003060416,0.012078048,-0.014038188,-0.006626935,0.018214282
10,2,1000,15,50,Elliptical,gammaN.model,1,0.97,0.096166176,0.078651004,0.029148097,0.917,0.038,0.009,0.006528596,0.007657785,0.098274849,0.094806518,0.085296387,0.085821921,0.081568918,0.082033899,0.081079398,0.086399059,0.094401585,0.10577993,0.082323905,0.111208915,0.076583386,6.14E-05,-0.000114345,-0.026008775,-0.027539858,-0.023717573,-0.025196086,-0.022321258,-0.024907591,-0.024853651,-0.022741803,-0.024108602,-0.021993825,-0.025494132,-0.027452537,-0.026191807,-0.01206038,0.016285206,-0.010409687,-0.060522576,-0.025837896,-0.057692517,-0.038849468,-0.033850873,0.002745824,-0.016025253,-0.027925678,-0.045559588,-0.048359479,-0.020906667,-0.020190358
10,2,1000,15,50,Elliptical,gammaN.s,1,1,0.102823439,0.088891762,0.326143699,0.931,0.037,0.01,0.006606909,0.007787032,0.109182853,0.106383026,0.097024122,0.099122602,0.09389527,0.095164185,0.093582121,0.100345229,0.106791816,0.115953002,0.091593042,0.122355901,0.087589323,0.000105554,-3.84E-05,-0.043317076,-0.046450259,-0.04394647,-0.044257355,-0.042995418,-0.045149198,-0.044309211,-0.041891177,-0.04318315,-0.03997683,-0.040441918,-0.042318444,-0.041653944,-0.015159389,0.00815396,-0.339579721,-0.379915383,-0.365726926,-0.410263526,-0.385853696,-0.384018154,-0.355284842,-0.384496308,-0.369012105,-0.358894243,-0.391390518,-0.350493522,-0.393913187
10,2,1000,15,50,Elliptical,ridgeI,1,0.99,4.292510159,0.146461132,0.091798946,1,0.082,0.066,0.006335942,0.007373465,0.169745511,0.170946632,0.166249123,0.168807555,0.163038238,0.164693621,0.164207055,0.165148609,0.169480678,0.172605654,0.163295004,0.181181913,0.16380798,4.66E-05,-0.000159556,-0.124096763,-0.129090881,-0.12722906,-0.130074131,-0.126548194,-0.127570685,-0.127518603,-0.126181048,-0.126868964,-0.123756478,-0.12611653,-0.129188984,-0.129300432,-0.046019627,-0.011202909,-0.096988878,-0.103826428,-0.107782942,-0.126203927,-0.102866244,-0.11065761,-0.079332419,-0.088432585,-0.087890323,-0.102096351,-0.130228271,-0.086534152,-0.096921518
10,2,1000,15,50,Elliptical,ridgeD,1,0.01,0.01793857,0.140756664,0.062256066,0,0.105,0.04,0.006458802,0.007538517,0.125984025,0.117430192,0.104316593,0.109515497,0.11722619,0.139806584,0.172671896,0.226830653,0.2676423,0.339165169,0.115169092,0.147145704,0.114448753,6.99E-05,-0.000104469,-0.069907406,-0.064559262,-0.059014255,-0.060008297,-0.059040299,-0.053053088,-0.054265823,-0.053670462,-0.053870676,-0.045638728,-0.078163154,-0.091078126,-0.081458677,-0.033074289,-0.002020343,-0.03720127,-0.093133191,-0.048048271,-0.094630006,-0.054918713,-0.066913268,-0.032892009,-0.071811948,-0.023244077,-0.06169375,-0.118083222,-0.086786548,-0.10939008
10,2,1000,15,50,Elliptical,gls.model,1,1,0.113288614,0.086379696,0.063068874,0.94,0.042,0.009,0.006623954,0.007832036,0.105805807,0.100830221,0.093148338,0.093851795,0.089883274,0.089413446,0.087219483,0.098956367,0.109340651,0.113934679,0.090450896,0.124248573,0.084155914,5.98E-05,-9.91E-05,-0.006752361,-0.007977038,-0.003106007,-0.003744878,-0.001748384,-0.004438255,-0.004365866,-0.000634225,-0.003096699,-0.002616788,-0.00527541,-0.007335649,-0.005357149,-0.008601771,0.012071879,-0.39092879,-0.428616266,-0.430400428,-0.460495064,-0.448484733,-0.442316699,-0.410856841,-0.450444942,-0.453309311,-0.403196657,-0.461643572,-0.412690605,-0.461071154
10,2,1000,15,50,Elliptical,gls.s,1,1,0.102823439,0.088891762,0.042994836,0.931,0.037,0.01,0.006606909,0.007787032,0.109182853,0.106383026,0.097024122,0.099122602,0.09389527,0.095164185,0.093582121,0.100345229,0.106791816,0.115953002,0.091593042,0.122355901,0.087589323,0.000105554,-3.84E-05,-0.043317076,-0.046450259,-0.04394647,-0.044257355,-0.042995418,-0.045149198,-0.044309211,-0.041891177,-0.04318315,-0.03997683,-0.040441918,-0.042318444,-0.041653944,-0.015159389,0.00815396,-0.339579721,-0.379915383,-0.365726926,-0.410263526,-0.385853696,-0.384018154,-0.355284842,-0.384496308,-0.369012105,-0.358894243,-0.391390518,-0.350493522,-0.393913187
10,2,1000,15,50,Elliptical,ls,1,1,4286.159402,0.386944203,0.99242745,1,0.176,0.022,0.006619579,0.007833365,0.187438177,0.248428497,0.324922443,0.412046192,0.513506378,0.586211971,0.707379665,0.723291677,0.874306007,0.912292129,0.091077567,0.124639513,0.084169885,5.62E-05,-9.79E-05,-0.013944405,-0.004313273,0.002748041,0.014543767,-0.018125308,-0.002724124,-0.015229008,0.019018007,-0.016057746,-0.006704338,-0.005173313,-0.00745879,-0.005351331,-0.943845274,-0.977773499,-0.992152806,-0.994493303,-0.995967681,-0.996913143,-0.997459392,-0.997810255,-0.998148233,-0.998216963,-0.998416596,-0.998403997,-0.998062353,-0.999036383,-0.999711869
10,2,1000,15,50,Elliptical,wls,1,0,0.054016125,0.156786285,0.1053939,0.098,0.098,0.098,0.006372759,0.007425373,0.181568548,0.183464279,0.178935319,0.182252191,0.176006856,0.178358222,0.17729552,0.178333192,0.181983274,0.185031843,0.172575232,0.189545153,0.172646514,7.01E-05,-0.000100024,-0.133773458,-0.139607454,-0.137427139,-0.140799811,-0.136707073,-0.138419396,-0.137874194,-0.13655416,-0.137101269,-0.134339986,-0.13369329,-0.136177155,-0.136314754,-0.056167136,-0.02319256,-0.114711005,-0.106563161,-0.122607238,-0.139329893,-0.124863296,-0.127567416,-0.09742075,-0.111249748,-0.101399539,-0.113563315,-0.138557209,-0.096535535,-0.107180706
10,2,1000,15,50,Elliptical,fites,1,NA,0.054962191,0.086388771,0.064357032,0.944,0.034,0.007,0.00662355,0.007832193,0.105793474,0.100722892,0.093166841,0.093815431,0.089936743,0.08942224,0.087134047,0.098850533,0.109627497,0.1140548,0.090454181,0.124238125,0.084159021,5.98E-05,-9.91E-05,-0.005846791,-0.006882807,-0.002166183,-0.002800198,-0.000802274,-0.003414408,-0.003293658,0.000378272,-0.002020286,-0.001646063,-0.005360685,-0.00728272,-0.005368506,-0.00903789,0.011545545,-0.040105542,-0.080924621,-0.064706851,-0.09085084,-0.079723892,-0.076143614,-0.026956156,-0.080991321,-0.109801442,-0.062186681,-0.0929385,-0.065796982,-0.073645598
10,2,1000,15,50,Elliptical,fiteu,1,NA,0.054962191,0.086388771,0.138032239,0.944,0.098,0.015,0.00662355,0.007832193,0.105793474,0.100722892,0.093166841,0.093815431,0.089936743,0.08942224,0.087134047,0.098850533,0.109627497,0.1140548,0.090454181,0.124238125,0.084159021,5.98E-05,-9.91E-05,-0.005846791,-0.006882807,-0.002166183,-0.002800198,-0.000802274,-0.003414408,-0.003293658,0.000378272,-0.002020286,-0.001646063,-0.005360685,-0.00728272,-0.005368506,-0.018165424,0.001968413,-0.113568028,-0.159058669,-0.152940825,-0.179136719,-0.170816225,-0.164353167,-0.11685416,-0.173786619,-0.193973269,-0.136258773,-0.176549158,-0.149440019,-0.163614122
